"Team","Quarter1","Quarter2","Quarter3","Quarter4","GameCode","SeasonCode"
"FENERBAHCE BEKO ISTANBUL",20,23,15,18,277,"E2020"
"FC BARCELONA",22,23,17,18,278,"E2020"
"ALBA BERLIN",23,17,18,9,278,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",10,23,27,26,279,"E2020"
"AX ARMANI EXCHANGE MILAN",16,16,13,24,279,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",12,24,15,21,280,"E2020"
"AX ARMANI EXCHANGE MILAN",22,25,28,18,280,"E2020"
"ZENIT ST PETERSBURG",18,24,15,17,281,"E2020"
"CSKA MOSCOW",22,26,15,23,281,"E2020"
"PANATHINAIKOS OPAP ATHENS",21,20,18,23,282,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",25,24,23,25,282,"E2020"
"MACCABI PLAYTIKA TEL AVIV",19,20,26,15,19,283,"E2020"
"FC BARCELONA",14,24,21,21,14,283,"E2020"
"REAL MADRID",20,22,22,19,284,"E2020"
"ANADOLU EFES ISTANBUL",20,21,35,32,284,"E2020"
"KHIMKI MOSCOW REGION",20,22,20,13,12,285,"E2020"
"LDLC ASVEL VILLEURBANNE",22,9,19,25,10,285,"E2020"
"ZALGIRIS KAUNAS",21,20,27,28,286,"E2020"
"ALBA BERLIN",23,28,10,25,286,"E2020"
"FC BAYERN MUNICH",15,19,10,24,287,"E2020"
"FENERBAHCE BEKO ISTANBUL",18,17,18,24,287,"E2020"
"VALENCIA BASKET",19,12,10,38,288,"E2020"
"OLYMPIACOS PIRAEUS",23,21,30,14,288,"E2020"
"PANATHINAIKOS OPAP ATHENS",15,14,20,21,16,289,"E2020"
"AX ARMANI EXCHANGE MILAN",26,20,13,11,13,289,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",15,18,20,23,290,"E2020"
"MACCABI PLAYTIKA TEL AVIV",21,13,11,19,290,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",19,22,22,29,9,291,"E2020"
"ANADOLU EFES ISTANBUL",22,24,19,27,19,291,"E2020"
"CSKA MOSCOW",21,26,29,21,292,"E2020"
"KHIMKI MOSCOW REGION",17,17,13,25,292,"E2020"
"ZENIT ST PETERSBURG",20,21,25,21,293,"E2020"
"LDLC ASVEL VILLEURBANNE",15,22,6,10,293,"E2020"
"FENERBAHCE BEKO ISTANBUL",25,17,16,15,294,"E2020"
"FC BARCELONA",26,21,15,20,294,"E2020"
"ALBA BERLIN",26,27,17,16,295,"E2020"
"VALENCIA BASKET",13,29,22,26,295,"E2020"
"FC BAYERN MUNICH",21,16,20,14,296,"E2020"
"ZALGIRIS KAUNAS",22,14,18,16,296,"E2020"
"REAL MADRID",20,16,17,19,297,"E2020"
"OLYMPIACOS PIRAEUS",11,15,12,25,297,"E2020"
"CSKA MOSCOW",18,24,16,30,298,"E2020"
"LDLC ASVEL VILLEURBANNE",15,21,24,10,298,"E2020"
"ZALGIRIS KAUNAS",27,25,22,19,299,"E2020"
"PANATHINAIKOS OPAP ATHENS",14,33,13,18,299,"E2020"
"FENERBAHCE BEKO ISTANBUL",11,25,21,10,300,"E2020"
"REAL MADRID",23,26,18,26,300,"E2020"
"ALBA BERLIN",24,25,17,15,301,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",22,8,16,12,301,"E2020"
"VALENCIA BASKET",25,14,21,26,302,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",21,23,15,22,302,"E2020"
"ZENIT ST PETERSBURG",25,19,22,20,303,"E2020"
"MACCABI PLAYTIKA TEL AVIV",15,22,11,21,303,"E2020"
"OLYMPIACOS PIRAEUS",24,18,21,19,304,"E2020"
"KHIMKI MOSCOW REGION",18,23,14,20,304,"E2020"
"AX ARMANI EXCHANGE MILAN",29,20,29,20,305,"E2020"
"ANADOLU EFES ISTANBUL",19,20,17,19,305,"E2020"
"FC BARCELONA",22,15,18,17,306,"E2020"
"FC BAYERN MUNICH",29,14,17,22,306,"E2020"
"FC BARCELONA",21,13,20,20,307,"E2020"
"ZENIT ST PETERSBURG",21,27,13,15,307,"E2020"
"AX ARMANI EXCHANGE MILAN",16,11,26,26,308,"E2020"
"FC BAYERN MUNICH",18,26,20,14,308,"E2020"
"ANADOLU EFES ISTANBUL",20,24,20,26,309,"E2020"
"REAL MADRID",18,22,10,13,309,"E2020"
"CSKA MOSCOW",28,25,11,28,310,"E2020"
"FENERBAHCE BEKO ISTANBUL",23,21,22,10,310,"E2020"
"FC BARCELONA",13,25,10,18,15,311,"E2020"
"ZENIT ST PETERSBURG",16,13,19,18,12,311,"E2020"
"AX ARMANI EXCHANGE MILAN",26,21,18,15,312,"E2020"
"FC BAYERN MUNICH",12,17,24,16,312,"E2020"
"ANADOLU EFES ISTANBUL",22,22,21,26,313,"E2020"
"REAL MADRID",13,19,13,23,313,"E2020"
"CSKA MOSCOW",23,27,10,18,314,"E2020"
"FENERBAHCE BEKO ISTANBUL",25,17,13,12,314,"E2020"
"ZENIT ST PETERSBURG",16,17,18,19,315,"E2020"
"FC BARCELONA",16,18,21,23,315,"E2020"
"FC BAYERN MUNICH",23,16,25,21,316,"E2020"
"AX ARMANI EXCHANGE MILAN",9,26,16,28,316,"E2020"
"REAL MADRID",15,13,20,32,317,"E2020"
"ANADOLU EFES ISTANBUL",15,23,20,18,317,"E2020"
"FENERBAHCE BEKO ISTANBUL",24,15,11,18,318,"E2020"
"CSKA MOSCOW",17,27,27,14,318,"E2020"
"ZENIT ST PETERSBURG",25,11,22,16,319,"E2020"
"FC BARCELONA",13,13,12,23,319,"E2020"
"FC BAYERN MUNICH",23,17,23,22,320,"E2020"
"AX ARMANI EXCHANGE MILAN",19,31,21,11,320,"E2020"
"REAL MADRID",19,17,21,25,321,"E2020"
"ANADOLU EFES ISTANBUL",13,34,19,10,321,"E2020"
"FC BARCELONA",23,20,14,22,322,"E2020"
"ZENIT ST PETERSBURG",14,16,9,14,322,"E2020"
"AX ARMANI EXCHANGE MILAN",24,26,22,20,323,"E2020"
"FC BAYERN MUNICH",22,18,18,31,323,"E2020"
"ANADOLU EFES ISTANBUL",18,18,24,28,324,"E2020"
"REAL MADRID",21,20,16,26,324,"E2020"
"FC BARCELONA",27,24,16,17,325,"E2020"
"AX ARMANI EXCHANGE MILAN",24,18,29,11,325,"E2020"
"CSKA MOSCOW",15,22,18,31,326,"E2020"
"ANADOLU EFES ISTANBUL",25,24,22,18,326,"E2020"
"AX ARMANI EXCHANGE MILAN",20,20,20,23,327,"E2020"
"CSKA MOSCOW",23,11,23,16,327,"E2020"
"FC BARCELONA",22,14,22,23,328,"E2020"
"ANADOLU EFES ISTANBUL",15,24,26,21,328,"E2020"
"BUDUCNOST VOLI PODGORICA",11,20,20,20,1,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",22,20,15,25,1,"E2018"
"CSKA MOSCOW",21,30,18,26,2,"E2018"
"FC BARCELONA LASSA",17,12,29,17,2,"E2018"
"PANATHINAIKOS OPAP ATHENS",26,20,24,19,3,"E2018"
"MACCABI FOX TEL AVIV",24,21,22,17,3,"E2018"
"REAL MADRID",25,28,38,18,4,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",18,20,31,24,4,"E2018"
"KHIMKI MOSCOW REGION",22,12,20,12,5,"E2018"
"OLYMPIACOS PIRAEUS",20,24,19,24,5,"E2018"
"ZALGIRIS KAUNAS",24,15,14,26,6,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",22,20,21,24,6,"E2018"
"FENERBAHCE ISTANBUL",22,27,26,22,7,"E2018"
"HERBALIFE GRAN CANARIA",10,25,23,14,7,"E2018"
"FC BAYERN MUNICH",19,18,14,20,8,"E2018"
"ANADOLU EFES ISTANBUL",18,26,28,18,8,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",14,25,14,18,9,"E2018"
"BUDUCNOST VOLI PODGORICA",25,10,14,14,9,"E2018"
"MACCABI FOX TEL AVIV",22,24,22,18,10,"E2018"
"CSKA MOSCOW",24,26,17,22,10,"E2018"
"FC BAYERN MUNICH",20,20,16,24,11,"E2018"
"PANATHINAIKOS OPAP ATHENS",20,21,17,21,11,"E2018"
"HERBALIFE GRAN CANARIA",18,26,20,23,12,"E2018"
"FC BARCELONA LASSA",26,18,25,17,12,"E2018"
"ANADOLU EFES ISTANBUL",19,13,16,31,13,"E2018"
"ZALGIRIS KAUNAS",19,27,22,25,13,"E2018"
"FENERBAHCE ISTANBUL",28,26,12,27,14,"E2018"
"KHIMKI MOSCOW REGION",21,22,20,22,14,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",28,22,14,21,15,"E2018"
"REAL MADRID",13,28,26,24,15,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",19,20,13,28,16,"E2018"
"OLYMPIACOS PIRAEUS",27,23,17,18,16,"E2018"
"BUDUCNOST VOLI PODGORICA",16,25,21,6,17,"E2018"
"MACCABI FOX TEL AVIV",14,20,24,20,17,"E2018"
"CSKA MOSCOW",19,12,26,22,18,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",17,21,10,27,18,"E2018"
"PANATHINAIKOS OPAP ATHENS",21,29,24,28,19,"E2018"
"HERBALIFE GRAN CANARIA",14,22,19,32,19,"E2018"
"FC BARCELONA LASSA",26,18,21,18,20,"E2018"
"FC BAYERN MUNICH",17,19,18,19,20,"E2018"
"N/D",0,0,0,0,21,"E2018"
"N/D",0,0,0,0,21,"E2018"
"ZALGIRIS KAUNAS",25,17,15,18,22,"E2018"
"FENERBAHCE ISTANBUL",18,16,19,29,22,"E2018"
"OLYMPIACOS PIRAEUS",26,15,22,12,23,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",24,20,29,26,23,"E2018"
"REAL MADRID",25,27,22,23,24,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",19,25,23,12,24,"E2018"
"ANADOLU EFES ISTANBUL",12,26,28,23,25,"E2018"
"FENERBAHCE ISTANBUL",26,26,13,18,25,"E2018"
"OLYMPIACOS PIRAEUS",18,27,23,20,26,"E2018"
"MACCABI FOX TEL AVIV",21,16,20,23,26,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",23,16,27,15,27,"E2018"
"KHIMKI MOSCOW REGION",20,25,17,18,27,"E2018"
"REAL MADRID",21,23,21,24,28,"E2018"
"BUDUCNOST VOLI PODGORICA",15,16,13,11,28,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",18,22,24,7,29,"E2018"
"FC BARCELONA LASSA",23,24,11,21,29,"E2018"
"PANATHINAIKOS OPAP ATHENS",13,20,18,25,7,30,"E2018"
"ZALGIRIS KAUNAS",20,24,14,18,11,30,"E2018"
"FC BAYERN MUNICH",20,23,18,16,31,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",11,21,20,19,31,"E2018"
"HERBALIFE GRAN CANARIA",29,26,22,14,32,"E2018"
"CSKA MOSCOW",26,26,28,26,32,"E2018"
"CSKA MOSCOW",13,18,21,17,33,"E2018"
"OLYMPIACOS PIRAEUS",15,20,9,21,33,"E2018"
"FENERBAHCE ISTANBUL",28,23,14,23,34,"E2018"
"FC BAYERN MUNICH",26,22,17,19,34,"E2018"
"FC BARCELONA LASSA",18,16,25,15,35,"E2018"
"MACCABI FOX TEL AVIV",12,21,7,18,35,"E2018"
"KHIMKI MOSCOW REGION",25,24,28,10,36,"E2018"
"HERBALIFE GRAN CANARIA",21,12,20,19,36,"E2018"
"BUDUCNOST VOLI PODGORICA",15,16,16,20,37,"E2018"
"PANATHINAIKOS OPAP ATHENS",18,13,19,22,37,"E2018"
"ZALGIRIS KAUNAS",32,12,24,11,38,"E2018"
"REAL MADRID",18,25,19,28,38,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",16,22,26,18,39,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",16,14,11,15,39,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",24,19,25,13,40,"E2018"
"ANADOLU EFES ISTANBUL",17,18,19,26,40,"E2018"
"FC BAYERN MUNICH",21,33,33,29,41,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",17,18,15,20,41,"E2018"
"MACCABI FOX TEL AVIV",15,8,21,22,42,"E2018"
"REAL MADRID",18,23,25,21,42,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",21,20,25,19,43,"E2018"
"CSKA MOSCOW",16,24,23,27,43,"E2018"
"HERBALIFE GRAN CANARIA",25,27,21,17,44,"E2018"
"ANADOLU EFES ISTANBUL",24,26,20,24,44,"E2018"
"KHIMKI MOSCOW REGION",23,15,21,21,45,"E2018"
"FC BARCELONA LASSA",19,19,29,20,45,"E2018"
"BUDUCNOST VOLI PODGORICA",15,18,15,12,46,"E2018"
"ZALGIRIS KAUNAS",18,15,24,15,46,"E2018"
"PANATHINAIKOS OPAP ATHENS",21,20,26,26,47,"E2018"
"OLYMPIACOS PIRAEUS",23,25,14,18,47,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",20,13,22,17,48,"E2018"
"FENERBAHCE ISTANBUL",18,15,15,26,48,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",19,30,20,23,49,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",26,28,14,30,49,"E2018"
"BUDUCNOST VOLI PODGORICA",26,22,27,24,50,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",18,19,23,24,50,"E2018"
"OLYMPIACOS PIRAEUS",18,21,14,19,51,"E2018"
"FENERBAHCE ISTANBUL",21,18,11,23,51,"E2018"
"FC BAYERN MUNICH",23,17,25,14,52,"E2018"
"CSKA MOSCOW",30,26,21,16,52,"E2018"
"REAL MADRID",19,22,15,23,53,"E2018"
"KHIMKI MOSCOW REGION",12,23,20,19,53,"E2018"
"ANADOLU EFES ISTANBUL",19,25,16,18,54,"E2018"
"PANATHINAIKOS OPAP ATHENS",11,17,18,16,54,"E2018"
"ZALGIRIS KAUNAS",18,16,16,26,9,55,"E2018"
"FC BARCELONA LASSA",23,16,21,16,12,55,"E2018"
"HERBALIFE GRAN CANARIA",23,20,22,19,56,"E2018"
"MACCABI FOX TEL AVIV",15,23,19,21,56,"E2018"
"ANADOLU EFES ISTANBUL",16,22,24,28,57,"E2018"
"MACCABI FOX TEL AVIV",14,17,22,24,57,"E2018"
"FENERBAHCE ISTANBUL",25,21,22,32,58,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",10,27,19,23,58,"E2018"
"FC BAYERN MUNICH",15,12,16,19,59,"E2018"
"OLYMPIACOS PIRAEUS",15,16,14,27,59,"E2018"
"REAL MADRID",22,25,15,27,60,"E2018"
"HERBALIFE GRAN CANARIA",28,15,14,19,60,"E2018"
"KHIMKI MOSCOW REGION",18,27,20,20,61,"E2018"
"BUDUCNOST VOLI PODGORICA",17,13,24,15,61,"E2018"
"CSKA MOSCOW",16,21,22,27,13,62,"E2018"
"ZALGIRIS KAUNAS",18,20,22,26,11,62,"E2018"
"PANATHINAIKOS OPAP ATHENS",13,21,21,21,63,"E2018"
"FC BARCELONA LASSA",10,15,25,20,63,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",27,20,26,20,64,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",26,17,25,22,64,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",23,23,14,28,65,"E2018"
"ANADOLU EFES ISTANBUL",19,23,32,19,65,"E2018"
"OLYMPIACOS PIRAEUS",29,23,13,23,66,"E2018"
"REAL MADRID",22,19,24,18,66,"E2018"
"MACCABI FOX TEL AVIV",16,25,12,17,67,"E2018"
"FENERBAHCE ISTANBUL",13,23,19,19,67,"E2018"
"HERBALIFE GRAN CANARIA",17,25,20,12,68,"E2018"
"FC BAYERN MUNICH",21,25,15,28,68,"E2018"
"ZALGIRIS KAUNAS",26,13,18,26,69,"E2018"
"KHIMKI MOSCOW REGION",19,18,21,26,69,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",20,24,29,13,70,"E2018"
"PANATHINAIKOS OPAP ATHENS",12,20,23,22,70,"E2018"
"BUDUCNOST VOLI PODGORICA",17,18,30,28,71,"E2018"
"CSKA MOSCOW",21,28,18,25,71,"E2018"
"FC BARCELONA LASSA",24,29,21,16,72,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",25,17,12,26,72,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",25,19,12,15,73,"E2018"
"HERBALIFE GRAN CANARIA",22,12,23,18,73,"E2018"
"ZALGIRIS KAUNAS",18,22,20,23,74,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",23,8,27,20,74,"E2018"
"OLYMPIACOS PIRAEUS",25,19,32,16,75,"E2018"
"BUDUCNOST VOLI PODGORICA",20,17,14,19,75,"E2018"
"MACCABI FOX TEL AVIV",27,20,20,28,76,"E2018"
"FC BAYERN MUNICH",17,12,26,16,76,"E2018"
"REAL MADRID",20,21,20,27,77,"E2018"
"CSKA MOSCOW",24,14,29,26,77,"E2018"
"KHIMKI MOSCOW REGION",29,19,11,17,78,"E2018"
"PANATHINAIKOS OPAP ATHENS",25,19,7,17,78,"E2018"
"ANADOLU EFES ISTANBUL",25,19,31,21,79,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",17,25,25,18,79,"E2018"
"FC BARCELONA LASSA",17,19,11,18,80,"E2018"
"FENERBAHCE ISTANBUL",23,22,19,20,80,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",17,25,20,9,81,"E2018"
"MACCABI FOX TEL AVIV",17,19,15,22,81,"E2018"
"BUDUCNOST VOLI PODGORICA",14,17,15,21,82,"E2018"
"FC BARCELONA LASSA",15,18,13,18,82,"E2018"
"ZALGIRIS KAUNAS",19,21,20,23,83,"E2018"
"OLYMPIACOS PIRAEUS",29,19,11,16,83,"E2018"
"FC BAYERN MUNICH",16,15,23,18,84,"E2018"
"KHIMKI MOSCOW REGION",16,12,22,15,84,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",22,18,23,23,85,"E2018"
"HERBALIFE GRAN CANARIA",20,28,23,23,85,"E2018"
"ANADOLU EFES ISTANBUL",23,29,22,8,86,"E2018"
"REAL MADRID",23,22,15,24,86,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",21,19,15,21,87,"E2018"
"CSKA MOSCOW",21,17,17,18,87,"E2018"
"PANATHINAIKOS OPAP ATHENS",12,21,19,17,88,"E2018"
"FENERBAHCE ISTANBUL",18,17,21,25,88,"E2018"
"CSKA MOSCOW",24,25,26,13,89,"E2018"
"KHIMKI MOSCOW REGION",17,23,13,21,89,"E2018"
"FENERBAHCE ISTANBUL",15,25,27,25,90,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",21,19,18,27,90,"E2018"
"OLYMPIACOS PIRAEUS",25,23,17,23,91,"E2018"
"ANADOLU EFES ISTANBUL",12,34,22,13,91,"E2018"
"MACCABI FOX TEL AVIV",17,24,20,18,92,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",22,14,18,27,92,"E2018"
"REAL MADRID",22,31,16,23,93,"E2018"
"FC BARCELONA LASSA",17,13,20,15,93,"E2018"
"FC BAYERN MUNICH",18,28,17,25,94,"E2018"
"ZALGIRIS KAUNAS",12,26,23,23,94,"E2018"
"PANATHINAIKOS OPAP ATHENS",22,21,14,18,95,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",16,16,21,14,95,"E2018"
"HERBALIFE GRAN CANARIA",26,30,26,13,96,"E2018"
"BUDUCNOST VOLI PODGORICA",20,14,23,28,96,"E2018"
"ANADOLU EFES ISTANBUL",29,20,32,25,97,"E2018"
"BUDUCNOST VOLI PODGORICA",20,21,12,15,97,"E2018"
"FENERBAHCE BEKO ISTANBUL",18,18,24,19,98,"E2018"
"CSKA MOSCOW",26,22,14,13,98,"E2018"
"FC BARCELONA LASSA",14,16,18,12,99,"E2018"
"OLYMPIACOS PIRAEUS",17,15,23,14,99,"E2018"
"HERBALIFE GRAN CANARIA",27,8,18,18,100,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",22,19,27,16,100,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",19,20,14,18,101,"E2018"
"ZALGIRIS KAUNAS",15,18,16,26,101,"E2018"
"MACCABI FOX TEL AVIV",16,19,26,18,102,"E2018"
"KHIMKI MOSCOW REGION",18,13,11,21,102,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",16,24,17,21,103,"E2018"
"FC BAYERN MUNICH",15,26,17,22,103,"E2018"
"REAL MADRID",23,20,20,26,104,"E2018"
"PANATHINAIKOS OPAP ATHENS",10,21,24,13,104,"E2018"
"CSKA MOSCOW",31,25,21,25,105,"E2018"
"ANADOLU EFES ISTANBUL",24,30,14,16,105,"E2018"
"BUDUCNOST VOLI PODGORICA",20,20,15,10,106,"E2018"
"FENERBAHCE BEKO ISTANBUL",26,14,27,22,106,"E2018"
"OLYMPIACOS PIRAEUS",20,32,21,25,107,"E2018"
"HERBALIFE GRAN CANARIA",14,19,21,23,107,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",16,23,16,15,108,"E2018"
"FC BARCELONA LASSA",19,23,7,28,108,"E2018"
"KHIMKI MOSCOW REGION",30,15,24,16,109,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",18,25,14,27,109,"E2018"
"ZALGIRIS KAUNAS",16,23,20,21,110,"E2018"
"MACCABI FOX TEL AVIV",16,17,20,20,110,"E2018"
"PANATHINAIKOS OPAP ATHENS",23,17,16,27,111,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",21,26,17,22,111,"E2018"
"FC BAYERN MUNICH",16,15,28,13,112,"E2018"
"REAL MADRID",27,19,19,17,112,"E2018"
"KHIMKI MOSCOW REGION",19,17,22,19,113,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",27,16,14,28,113,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",24,18,18,19,114,"E2018"
"OLYMPIACOS PIRAEUS",12,19,22,22,114,"E2018"
"MACCABI FOX TEL AVIV",21,25,29,19,115,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",24,24,27,17,115,"E2018"
"FC BARCELONA LASSA",23,16,20,21,116,"E2018"
"ANADOLU EFES ISTANBUL",29,21,7,8,116,"E2018"
"FENERBAHCE BEKO ISTANBUL",22,10,16,17,117,"E2018"
"REAL MADRID",12,20,12,19,117,"E2018"
"PANATHINAIKOS OPAP ATHENS",19,36,17,24,118,"E2018"
"CSKA MOSCOW",26,18,18,22,118,"E2018"
"FC BAYERN MUNICH",14,24,27,28,119,"E2018"
"BUDUCNOST VOLI PODGORICA",21,28,21,18,119,"E2018"
"HERBALIFE GRAN CANARIA",20,16,21,16,120,"E2018"
"ZALGIRIS KAUNAS",17,9,24,16,120,"E2018"
"ANADOLU EFES ISTANBUL",27,28,15,22,121,"E2018"
"FC BAYERN MUNICH",18,18,18,23,121,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",36,20,26,29,122,"E2018"
"BUDUCNOST VOLI PODGORICA",22,23,21,28,122,"E2018"
"REAL MADRID",21,23,25,22,123,"E2018"
"MACCABI FOX TEL AVIV",19,25,18,17,123,"E2018"
"HERBALIFE GRAN CANARIA",30,6,14,20,124,"E2018"
"KHIMKI MOSCOW REGION",23,27,23,26,124,"E2018"
"FENERBAHCE BEKO ISTANBUL",27,21,27,21,125,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",25,16,24,22,125,"E2018"
"ZALGIRIS KAUNAS",17,17,25,20,126,"E2018"
"CSKA MOSCOW",28,16,11,29,126,"E2018"
"OLYMPIACOS PIRAEUS",16,25,18,20,127,"E2018"
"PANATHINAIKOS OPAP ATHENS",14,11,15,25,127,"E2018"
"FC BARCELONA LASSA",29,25,19,24,128,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",16,11,18,20,128,"E2018"
"KHIMKI MOSCOW REGION",13,25,19,15,12,129,"E2018"
"FENERBAHCE BEKO ISTANBUL",23,18,13,18,6,129,"E2018"
"ZALGIRIS KAUNAS",14,15,16,13,130,"E2018"
"ANADOLU EFES ISTANBUL",16,24,23,16,130,"E2018"
"OLYMPIACOS PIRAEUS",20,23,12,25,11,131,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",22,25,15,18,7,131,"E2018"
"HERBALIFE GRAN CANARIA",15,19,22,11,132,"E2018"
"REAL MADRID",16,11,25,23,132,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",16,18,15,16,133,"E2018"
"CSKA MOSCOW",25,19,16,20,133,"E2018"
"PANATHINAIKOS OPAP ATHENS",22,21,16,18,134,"E2018"
"FC BAYERN MUNICH",11,21,18,17,134,"E2018"
"MACCABI FOX TEL AVIV",12,22,25,22,135,"E2018"
"BUDUCNOST VOLI PODGORICA",18,19,23,16,135,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",16,21,20,28,136,"E2018"
"FC BARCELONA LASSA",17,19,29,25,136,"E2018"
"ANADOLU EFES ISTANBUL",23,13,26,19,137,"E2018"
"KHIMKI MOSCOW REGION",16,18,17,21,137,"E2018"
"FENERBAHCE BEKO ISTANBUL",19,24,14,21,138,"E2018"
"ZALGIRIS KAUNAS",11,18,15,17,138,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",16,23,16,28,139,"E2018"
"HERBALIFE GRAN CANARIA",23,19,9,15,139,"E2018"
"REAL MADRID",28,26,18,22,140,"E2018"
"OLYMPIACOS PIRAEUS",23,23,17,15,140,"E2018"
"CSKA MOSCOW",24,17,21,14,141,"E2018"
"MACCABI FOX TEL AVIV",22,24,18,29,141,"E2018"
"BUDUCNOST VOLI PODGORICA",16,20,22,17,142,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",14,28,11,21,142,"E2018"
"FC BAYERN MUNICH",23,30,24,16,143,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",22,23,23,19,143,"E2018"
"FC BARCELONA LASSA",17,20,19,23,144,"E2018"
"PANATHINAIKOS OPAP ATHENS",13,23,16,16,144,"E2018"
"CSKA MOSCOW",13,22,17,25,145,"E2018"
"FC BAYERN MUNICH",20,17,20,13,145,"E2018"
"OLYMPIACOS PIRAEUS",20,12,23,16,146,"E2018"
"KHIMKI MOSCOW REGION",11,11,14,21,146,"E2018"
"MACCABI FOX TEL AVIV",23,34,28,14,147,"E2018"
"FC BARCELONA LASSA",20,15,17,31,147,"E2018"
"HERBALIFE GRAN CANARIA",19,13,19,13,148,"E2018"
"FENERBAHCE BEKO ISTANBUL",24,20,12,26,148,"E2018"
"ANADOLU EFES ISTANBUL",21,24,21,16,149,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",14,11,20,23,149,"E2018"
"BUDUCNOST VOLI PODGORICA",19,17,20,17,150,"E2018"
"REAL MADRID",15,13,20,12,150,"E2018"
"ZALGIRIS KAUNAS",13,20,19,30,151,"E2018"
"PANATHINAIKOS OPAP ATHENS",19,18,14,18,151,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",16,26,20,18,152,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",21,28,10,16,152,"E2018"
"FENERBAHCE BEKO ISTANBUL",21,19,28,22,153,"E2018"
"OLYMPIACOS PIRAEUS",15,13,26,21,153,"E2018"
"MACCABI FOX TEL AVIV",16,24,22,22,154,"E2018"
"PANATHINAIKOS OPAP ATHENS",17,18,19,21,154,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",21,13,18,28,155,"E2018"
"ZALGIRIS KAUNAS",13,17,20,20,155,"E2018"
