"Team","Quarter1","Quarter2","Quarter3","Quarter4","GameCode","SeasonCode"
"AX ARMANI EXCHANGE MILAN",28,26,18,30,68,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",26,16,11,14,69,"E2020"
"REAL MADRID",21,15,23,14,69,"E2020"
"PANATHINAIKOS OPAP ATHENS",22,18,14,23,70,"E2020"
"ANADOLU EFES ISTANBUL",21,15,23,21,70,"E2020"
"FC BAYERN MUNICH",21,16,25,28,71,"E2020"
"VALENCIA BASKET",18,21,21,19,71,"E2020"
"LDLC ASVEL VILLEURBANNE",11,10,16,16,72,"E2020"
"ZENIT ST PETERSBURG",12,16,16,22,72,"E2020"
"ZENIT ST PETERSBURG",27,20,20,16,73,"E2020"
"KHIMKI MOSCOW REGION",19,25,19,25,73,"E2020"
"ANADOLU EFES ISTANBUL",23,14,20,14,74,"E2020"
"FC BAYERN MUNICH",22,20,8,24,74,"E2020"
"ZALGIRIS KAUNAS",17,21,20,20,75,"E2020"
"CSKA MOSCOW",26,19,21,21,75,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",20,25,19,22,76,"E2020"
"FENERBAHCE BEKO ISTANBUL",21,15,23,9,76,"E2020"
"VALENCIA BASKET",22,23,25,25,77,"E2020"
"PANATHINAIKOS OPAP ATHENS",21,20,25,17,77,"E2020"
"ALBA BERLIN",19,17,14,26,78,"E2020"
"LDLC ASVEL VILLEURBANNE",21,22,17,15,78,"E2020"
"AX ARMANI EXCHANGE MILAN",23,21,16,19,79,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",18,30,18,21,79,"E2020"
"FC BARCELONA",17,30,16,25,80,"E2020"
"OLYMPIACOS PIRAEUS",26,25,21,24,80,"E2020"
"REAL MADRID",29,16,17,17,81,"E2020"
"MACCABI PLAYTIKA TEL AVIV",18,14,18,13,81,"E2020"
"KHIMKI MOSCOW REGION",30,21,12,14,82,"E2020"
"ANADOLU EFES ISTANBUL",29,29,28,19,82,"E2020"
"FC BAYERN MUNICH",17,22,21,21,83,"E2020"
"CSKA MOSCOW",18,18,28,25,83,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",20,26,20,27,84,"E2020"
"PANATHINAIKOS OPAP ATHENS",23,16,19,14,84,"E2020"
"ALBA BERLIN",10,12,21,23,85,"E2020"
"ZENIT ST PETERSBURG",12,21,18,22,85,"E2020"
"AX ARMANI EXCHANGE MILAN",21,31,21,25,86,"E2020"
"ZALGIRIS KAUNAS",25,15,24,28,86,"E2020"
"LDLC ASVEL VILLEURBANNE",15,22,24,25,7,87,"E2020"
"OLYMPIACOS PIRAEUS",23,21,19,23,15,87,"E2020"
"FC BARCELONA",19,20,22,15,88,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",6,16,22,21,88,"E2020"
"REAL MADRID",28,21,23,22,89,"E2020"
"FENERBAHCE BEKO ISTANBUL",12,24,15,23,89,"E2020"
"VALENCIA BASKET",19,24,15,24,90,"E2020"
"MACCABI PLAYTIKA TEL AVIV",17,20,22,21,90,"E2020"
"CSKA MOSCOW",17,18,23,16,91,"E2020"
"REAL MADRID",20,18,17,18,91,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",14,22,14,14,92,"E2020"
"ANADOLU EFES ISTANBUL",16,24,27,8,92,"E2020"
"ZALGIRIS KAUNAS",15,17,19,24,93,"E2020"
"ZENIT ST PETERSBURG",23,22,21,17,93,"E2020"
"ALBA BERLIN",20,30,27,23,94,"E2020"
"KHIMKI MOSCOW REGION",24,20,18,18,94,"E2020"
"OLYMPIACOS PIRAEUS",15,16,27,18,95,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",23,24,20,23,95,"E2020"
"MACCABI PLAYTIKA TEL AVIV",20,15,18,17,15,96,"E2020"
"AX ARMANI EXCHANGE MILAN",18,28,13,11,16,96,"E2020"
"FENERBAHCE BEKO ISTANBUL",17,26,21,22,97,"E2020"
"VALENCIA BASKET",16,17,26,31,97,"E2020"
"PANATHINAIKOS OPAP ATHENS",18,26,16,23,98,"E2020"
"FC BAYERN MUNICH",13,22,19,22,98,"E2020"
"LDLC ASVEL VILLEURBANNE",25,20,20,15,99,"E2020"
"FC BARCELONA",19,17,17,15,99,"E2020"
"CSKA MOSCOW",20,19,17,24,100,"E2020"
"OLYMPIACOS PIRAEUS",19,10,9,23,100,"E2020"
"ZENIT ST PETERSBURG",14,18,21,12,101,"E2020"
"FENERBAHCE BEKO ISTANBUL",23,22,8,20,101,"E2020"
"MACCABI PLAYTIKA TEL AVIV",23,18,15,25,102,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",20,18,17,21,102,"E2020"
"AX ARMANI EXCHANGE MILAN",22,20,18,17,103,"E2020"
"PANATHINAIKOS OPAP ATHENS",18,12,24,26,103,"E2020"
"VALENCIA BASKET",21,29,15,27,104,"E2020"
"ALBA BERLIN",27,24,32,17,104,"E2020"
"ANADOLU EFES ISTANBUL",20,17,13,9,105,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",17,25,21,14,105,"E2020"
"ZALGIRIS KAUNAS",14,19,15,14,106,"E2020"
"FC BARCELONA",17,22,16,18,106,"E2020"
"FC BAYERN MUNICH",15,28,21,16,107,"E2020"
"KHIMKI MOSCOW REGION",22,18,24,13,107,"E2020"
"REAL MADRID",19,21,21,30,108,"E2020"
"LDLC ASVEL VILLEURBANNE",26,24,20,14,108,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",30,15,16,18,109,"E2020"
"OLYMPIACOS PIRAEUS",16,21,25,19,109,"E2020"
"ALBA BERLIN",23,21,26,19,110,"E2020"
"FENERBAHCE BEKO ISTANBUL",16,11,14,22,110,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",20,13,21,9,111,"E2020"
"MACCABI PLAYTIKA TEL AVIV",12,25,19,11,111,"E2020"
"VALENCIA BASKET",19,21,14,22,112,"E2020"
"ANADOLU EFES ISTANBUL",23,15,22,14,112,"E2020"
"REAL MADRID",24,12,23,20,113,"E2020"
"ZENIT ST PETERSBURG",21,10,11,30,113,"E2020"
"KHIMKI MOSCOW REGION",22,21,26,18,114,"E2020"
"CSKA MOSCOW",25,27,25,19,114,"E2020"
"PANATHINAIKOS OPAP ATHENS",12,21,17,19,115,"E2020"
"ZALGIRIS KAUNAS",24,19,17,21,115,"E2020"
"FC BAYERN MUNICH",24,18,18,16,116,"E2020"
"LDLC ASVEL VILLEURBANNE",15,10,19,18,116,"E2020"
"FC BARCELONA",23,16,21,27,117,"E2020"
"AX ARMANI EXCHANGE MILAN",15,28,18,10,117,"E2020"
"CSKA MOSCOW",20,27,27,26,118,"E2020"
"ANADOLU EFES ISTANBUL",13,21,15,16,118,"E2020"
"FENERBAHCE BEKO ISTANBUL",25,10,13,23,119,"E2020"
"AX ARMANI EXCHANGE MILAN",26,18,24,11,119,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",16,21,20,19,8,120,"E2020"
"ALBA BERLIN",15,19,14,28,14,120,"E2020"
"ZALGIRIS KAUNAS",25,19,24,24,121,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",22,14,11,26,121,"E2020"
"PANATHINAIKOS OPAP ATHENS",15,14,19,20,11,14,122,"E2020"
"REAL MADRID",14,19,23,12,11,18,122,"E2020"
"ZENIT ST PETERSBURG",14,21,21,23,123,"E2020"
"FC BAYERN MUNICH",20,23,17,15,123,"E2020"
"OLYMPIACOS PIRAEUS",16,23,26,20,124,"E2020"
"VALENCIA BASKET",25,27,24,20,124,"E2020"
"LDLC ASVEL VILLEURBANNE",30,20,17,17,125,"E2020"
"MACCABI PLAYTIKA TEL AVIV",24,17,23,17,125,"E2020"
"FC BARCELONA",32,19,18,18,126,"E2020"
"KHIMKI MOSCOW REGION",25,16,12,21,126,"E2020"
"ANADOLU EFES ISTANBUL",20,11,21,17,127,"E2020"
"AX ARMANI EXCHANGE MILAN",20,26,6,20,127,"E2020"
"ZALGIRIS KAUNAS",24,27,30,18,128,"E2020"
"FENERBAHCE BEKO ISTANBUL",7,24,16,15,128,"E2020"
"PANATHINAIKOS OPAP ATHENS",25,14,27,26,129,"E2020"
"ALBA BERLIN",18,14,20,17,129,"E2020"
"CSKA MOSCOW",24,21,21,17,130,"E2020"
"ZENIT ST PETERSBURG",17,14,18,16,130,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",20,25,12,19,131,"E2020"
"VALENCIA BASKET",22,14,21,16,131,"E2020"
"OLYMPIACOS PIRAEUS",12,18,21,18,13,132,"E2020"
"REAL MADRID",12,19,18,20,17,132,"E2020"
"FC BAYERN MUNICH",18,20,20,19,133,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",15,15,20,16,133,"E2020"
"LDLC ASVEL VILLEURBANNE",20,23,29,18,134,"E2020"
"KHIMKI MOSCOW REGION",29,22,19,14,134,"E2020"
"FC BARCELONA",12,20,22,13,135,"E2020"
"MACCABI PLAYTIKA TEL AVIV",17,13,23,15,135,"E2020"
"ZENIT ST PETERSBURG",30,18,21,29,136,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",12,25,17,15,136,"E2020"
"ANADOLU EFES ISTANBUL",18,25,25,18,137,"E2020"
"FC BARCELONA",24,19,11,25,137,"E2020"
"MACCABI PLAYTIKA TEL AVIV",21,20,18,30,138,"E2020"
"PANATHINAIKOS OPAP ATHENS",12,18,22,29,138,"E2020"
"LDLC ASVEL VILLEURBANNE",15,26,19,18,139,"E2020"
"CSKA MOSCOW",21,25,20,21,139,"E2020"
"REAL MADRID",19,26,27,19,140,"E2020"
"ALBA BERLIN",18,12,14,18,140,"E2020"
"FENERBAHCE BEKO ISTANBUL",22,23,21,18,141,"E2020"
"OLYMPIACOS PIRAEUS",27,14,13,23,141,"E2020"
"ZALGIRIS KAUNAS",22,18,16,18,142,"E2020"
"FC BAYERN MUNICH",16,19,16,22,142,"E2020"
"AX ARMANI EXCHANGE MILAN",19,22,16,22,143,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",23,22,18,21,143,"E2020"
"VALENCIA BASKET",16,29,14,29,144,"E2020"
"KHIMKI MOSCOW REGION",13,16,23,30,144,"E2020"
"KHIMKI MOSCOW REGION",23,27,14,24,145,"E2020"
"OLYMPIACOS PIRAEUS",26,25,27,27,145,"E2020"
"ANADOLU EFES ISTANBUL",20,17,14,14,146,"E2020"
"REAL MADRID",13,18,21,21,146,"E2020"
"ALBA BERLIN",14,23,11,23,147,"E2020"
"ZALGIRIS KAUNAS",12,19,23,20,147,"E2020"
"MACCABI PLAYTIKA TEL AVIV",22,13,17,20,148,"E2020"
"ZENIT ST PETERSBURG",18,19,25,16,148,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",17,22,16,16,149,"E2020"
"VALENCIA BASKET",30,17,11,12,149,"E2020"
"FENERBAHCE BEKO ISTANBUL",15,23,21,22,150,"E2020"
"LDLC ASVEL VILLEURBANNE",19,13,10,17,150,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",22,26,9,17,151,"E2020"
"PANATHINAIKOS OPAP ATHENS",15,22,9,25,151,"E2020"
"FC BAYERN MUNICH",22,21,27,20,152,"E2020"
"FC BARCELONA",26,19,10,22,152,"E2020"
"AX ARMANI EXCHANGE MILAN",17,16,25,22,7,153,"E2020"
"CSKA MOSCOW",17,22,20,21,11,153,"E2020"
"ZALGIRIS KAUNAS",22,17,39,24,154,"E2020"
"KHIMKI MOSCOW REGION",20,28,13,14,154,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",22,17,14,18,155,"E2020"
"FENERBAHCE BEKO ISTANBUL",18,20,15,20,155,"E2020"
"ALBA BERLIN",17,11,21,24,156,"E2020"
"MACCABI PLAYTIKA TEL AVIV",24,19,20,22,156,"E2020"
"PANATHINAIKOS OPAP ATHENS",16,19,19,23,157,"E2020"
"ZENIT ST PETERSBURG",26,21,29,13,157,"E2020"
"FC BARCELONA",18,20,29,22,158,"E2020"
"VALENCIA BASKET",12,21,21,18,158,"E2020"
"OLYMPIACOS PIRAEUS",19,25,20,20,159,"E2020"
"FC BAYERN MUNICH",22,24,15,21,159,"E2020"
"LDLC ASVEL VILLEURBANNE",15,19,25,21,160,"E2020"
"ANADOLU EFES ISTANBUL",29,25,28,20,160,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",31,15,33,16,161,"E2020"
"CSKA MOSCOW",19,26,22,26,161,"E2020"
"REAL MADRID",18,21,10,27,162,"E2020"
"AX ARMANI EXCHANGE MILAN",17,22,22,19,162,"E2020"
"KHIMKI MOSCOW REGION",26,22,12,15,163,"E2020"
"FC BARCELONA",26,28,19,14,163,"E2020"
"ANADOLU EFES ISTANBUL",18,18,26,22,164,"E2020"
"ALBA BERLIN",18,26,9,23,164,"E2020"
"FENERBAHCE BEKO ISTANBUL",28,23,24,21,165,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",18,23,15,20,165,"E2020"
"MACCABI PLAYTIKA TEL AVIV",18,22,15,18,14,166,"E2020"
"OLYMPIACOS PIRAEUS",13,20,19,21,16,166,"E2020"
"AX ARMANI EXCHANGE MILAN",21,33,22,19,167,"E2020"
"VALENCIA BASKET",20,16,24,20,167,"E2020"
"CSKA MOSCOW",18,27,15,23,168,"E2020"
"ZALGIRIS KAUNAS",11,21,20,21,168,"E2020"
"PANATHINAIKOS OPAP ATHENS",25,20,25,18,169,"E2020"
"LDLC ASVEL VILLEURBANNE",21,21,18,11,169,"E2020"
"FC BAYERN MUNICH",13,19,24,26,170,"E2020"
"ZENIT ST PETERSBURG",19,21,16,24,170,"E2020"
"REAL MADRID",21,19,18,19,171,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",23,22,21,13,171,"E2020"
"ANADOLU EFES ISTANBUL",26,26,23,24,172,"E2020"
"KHIMKI MOSCOW REGION",19,17,10,14,172,"E2020"
"ALBA BERLIN",18,16,22,14,173,"E2020"
"AX ARMANI EXCHANGE MILAN",13,29,22,20,173,"E2020"
"MACCABI PLAYTIKA TEL AVIV",26,21,21,23,174,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",21,22,17,22,174,"E2020"
"CSKA MOSCOW",25,16,15,19,175,"E2020"
"FC BARCELONA",20,22,22,24,175,"E2020"
"ZENIT ST PETERSBURG",17,19,20,21,176,"E2020"
"ZALGIRIS KAUNAS",14,22,13,16,176,"E2020"
"FENERBAHCE BEKO ISTANBUL",31,17,26,26,177,"E2020"
"PANATHINAIKOS OPAP ATHENS",12,22,21,19,177,"E2020"
"OLYMPIACOS PIRAEUS",17,16,9,21,178,"E2020"
"LDLC ASVEL VILLEURBANNE",17,17,17,18,178,"E2020"
"FC BAYERN MUNICH",15,19,16,22,4,179,"E2020"
"REAL MADRID",23,16,12,21,9,179,"E2020"
"VALENCIA BASKET",27,22,19,23,180,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",15,27,15,14,180,"E2020"
"ZENIT ST PETERSBURG",28,25,11,21,181,"E2020"
"ANADOLU EFES ISTANBUL",15,16,24,23,181,"E2020"
"PANATHINAIKOS OPAP ATHENS",23,23,24,24,182,"E2020"
"KHIMKI MOSCOW REGION",20,13,18,27,182,"E2020"
"MACCABI PLAYTIKA TEL AVIV",24,21,18,23,183,"E2020"
"REAL MADRID",33,13,20,18,183,"E2020"
"AX ARMANI EXCHANGE MILAN",20,22,21,12,184,"E2020"
"FC BAYERN MUNICH",10,10,15,16,184,"E2020"
"LDLC ASVEL VILLEURBANNE",17,23,21,29,185,"E2020"
"VALENCIA BASKET",17,17,20,23,185,"E2020"
"CSKA MOSCOW",21,17,28,17,186,"E2020"
"FENERBAHCE BEKO ISTANBUL",15,23,25,26,186,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",11,20,14,15,187,"E2020"
"FC BARCELONA",21,14,22,15,187,"E2020"
"ZALGIRIS KAUNAS",26,19,18,18,188,"E2020"
"OLYMPIACOS PIRAEUS",20,24,16,19,188,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",18,32,11,16,189,"E2020"
"ALBA BERLIN",21,25,21,17,189,"E2020"
"KHIMKI MOSCOW REGION",15,29,31,18,190,"E2020"
"FC BAYERN MUNICH",26,18,29,22,190,"E2020"
"ANADOLU EFES ISTANBUL",29,27,19,11,191,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",13,22,17,20,191,"E2020"
"FENERBAHCE BEKO ISTANBUL",17,19,24,22,192,"E2020"
"MACCABI PLAYTIKA TEL AVIV",21,14,18,22,192,"E2020"
"AX ARMANI EXCHANGE MILAN",24,20,21,25,193,"E2020"
"OLYMPIACOS PIRAEUS",19,15,28,17,193,"E2020"
"FC BARCELONA",16,28,25,16,194,"E2020"
"ZENIT ST PETERSBURG",14,19,17,31,194,"E2020"
"ALBA BERLIN",15,22,19,12,195,"E2020"
"CSKA MOSCOW",20,14,18,19,195,"E2020"
"LDLC ASVEL VILLEURBANNE",17,18,23,25,196,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",26,20,7,24,196,"E2020"
"REAL MADRID",25,24,15,12,197,"E2020"
"PANATHINAIKOS OPAP ATHENS",12,15,23,16,197,"E2020"
"VALENCIA BASKET",20,18,17,23,198,"E2020"
"ZALGIRIS KAUNAS",20,27,13,19,198,"E2020"
"KHIMKI MOSCOW REGION",22,22,13,19,199,"E2020"
"FENERBAHCE BEKO ISTANBUL",23,30,30,24,199,"E2020"
"OLYMPIACOS PIRAEUS",12,18,23,21,200,"E2020"
"FC BARCELONA",21,19,10,26,200,"E2020"
"MACCABI PLAYTIKA TEL AVIV",17,14,16,19,201,"E2020"
"ANADOLU EFES ISTANBUL",22,25,24,19,201,"E2020"
"AX ARMANI EXCHANGE MILAN",16,19,21,26,202,"E2020"
"ZENIT ST PETERSBURG",24,20,15,17,202,"E2020"
"CSKA MOSCOW",27,12,21,6,203,"E2020"
"FC BAYERN MUNICH",25,15,10,19,203,"E2020"
"ALBA BERLIN",14,16,17,16,204,"E2020"
"REAL MADRID",22,18,19,13,204,"E2020"
"PANATHINAIKOS OPAP ATHENS",22,26,20,23,205,"E2020"
"VALENCIA BASKET",20,14,18,20,205,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",23,15,18,22,206,"E2020"
"LDLC ASVEL VILLEURBANNE",25,20,12,24,206,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",21,24,16,20,207,"E2020"
"ZALGIRIS KAUNAS",20,16,12,20,207,"E2020"
"ZALGIRIS KAUNAS",22,18,20,15,208,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",26,18,14,4,208,"E2020"
"MACCABI PLAYTIKA TEL AVIV",22,31,20,19,209,"E2020"
"KHIMKI MOSCOW REGION",12,13,13,24,209,"E2020"
"FC BARCELONA",22,28,15,21,210,"E2020"
"ANADOLU EFES ISTANBUL",27,26,19,16,210,"E2020"
"VALENCIA BASKET",25,22,17,20,11,10,211,"E2020"
"CSKA MOSCOW",17,26,20,21,11,8,211,"E2020"
"FENERBAHCE BEKO ISTANBUL",25,22,19,26,212,"E2020"
"ZENIT ST PETERSBURG",25,18,22,19,212,"E2020"
"OLYMPIACOS PIRAEUS",18,17,19,23,213,"E2020"
"PANATHINAIKOS OPAP ATHENS",21,17,23,27,213,"E2020"
"FC BAYERN MUNICH",10,23,25,29,14,214,"E2020"
"ALBA BERLIN",26,17,23,21,8,214,"E2020"
"LDLC ASVEL VILLEURBANNE",20,17,15,26,215,"E2020"
"AX ARMANI EXCHANGE MILAN",23,17,16,13,215,"E2020"
"REAL MADRID",15,19,18,12,216,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",28,9,23,24,216,"E2020"
"KHIMKI MOSCOW REGION",14,23,20,10,217,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",24,23,24,18,217,"E2020"
"ANADOLU EFES ISTANBUL",11,32,15,18,218,"E2020"
"OLYMPIACOS PIRAEUS",26,8,9,10,218,"E2020"
"AX ARMANI EXCHANGE MILAN",21,18,26,22,219,"E2020"
"MACCABI PLAYTIKA TEL AVIV",12,15,21,20,219,"E2020"
"FC BARCELONA",24,24,23,15,220,"E2020"
"ZALGIRIS KAUNAS",24,13,10,15,220,"E2020"
"CSKA MOSCOW",27,22,25,19,221,"E2020"
"PANATHINAIKOS OPAP ATHENS",19,20,22,25,221,"E2020"
"FENERBAHCE BEKO ISTANBUL",24,21,22,22,222,"E2020"
"ALBA BERLIN",22,20,18,24,222,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",16,20,20,19,223,"E2020"
"ZENIT ST PETERSBURG",22,26,13,15,223,"E2020"
"LDLC ASVEL VILLEURBANNE",21,23,22,21,224,"E2020"
"FC BAYERN MUNICH",18,17,17,27,224,"E2020"
"VALENCIA BASKET",29,26,16,18,225,"E2020"
"REAL MADRID",21,14,17,26,225,"E2020"
"ZENIT ST PETERSBURG",19,22,9,12,226,"E2020"
"VALENCIA BASKET",22,22,18,29,226,"E2020"
"OLYMPIACOS PIRAEUS",12,14,23,25,227,"E2020"
"CSKA MOSCOW",24,20,15,16,227,"E2020"
"FC BAYERN MUNICH",18,19,14,21,228,"E2020"
"MACCABI PLAYTIKA TEL AVIV",21,17,20,12,228,"E2020"
"AX ARMANI EXCHANGE MILAN",29,27,14,14,229,"E2020"
"KHIMKI MOSCOW REGION",26,17,13,18,229,"E2020"
"REAL MADRID",21,15,15,19,230,"E2020"
"ZALGIRIS KAUNAS",13,18,11,16,230,"E2020"
"FENERBAHCE BEKO ISTANBUL",11,28,19,16,231,"E2020"
"ANADOLU EFES ISTANBUL",24,29,28,25,231,"E2020"
"ALBA BERLIN",11,17,22,24,232,"E2020"
"PANATHINAIKOS OPAP ATHENS",17,17,19,12,232,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",21,27,18,21,233,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",16,11,21,19,233,"E2020"
"FC BARCELONA",15,20,19,15,234,"E2020"
"LDLC ASVEL VILLEURBANNE",19,15,20,22,234,"E2020"
"KHIMKI MOSCOW REGION",17,28,17,16,235,"E2020"
"REAL MADRID",18,20,24,15,235,"E2020"
"ZENIT ST PETERSBURG",23,20,25,19,236,"E2020"
"ALBA BERLIN",24,24,19,4,236,"E2020"
"ANADOLU EFES ISTANBUL",18,28,22,31,237,"E2020"
"VALENCIA BASKET",23,17,18,25,237,"E2020"
"PANATHINAIKOS OPAP ATHENS",17,22,11,27,238,"E2020"
"FC BARCELONA",26,21,12,26,238,"E2020"
"MACCABI PLAYTIKA TEL AVIV",23,10,19,28,239,"E2020"
"CSKA MOSCOW",23,28,17,16,239,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",10,25,22,19,240,"E2020"
"FC BAYERN MUNICH",15,16,19,28,240,"E2020"
"ZALGIRIS KAUNAS",17,23,27,18,241,"E2020"
"LDLC ASVEL VILLEURBANNE",20,22,15,18,241,"E2020"
"AX ARMANI EXCHANGE MILAN",28,24,17,23,242,"E2020"
"FENERBAHCE BEKO ISTANBUL",24,26,28,22,242,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",15,28,25,23,243,"E2020"
"OLYMPIACOS PIRAEUS",21,11,26,8,243,"E2020"
"ZENIT ST PETERSBURG",13,16,29,13,244,"E2020"
"REAL MADRID",24,14,14,23,244,"E2020"
"ANADOLU EFES ISTANBUL",31,24,20,25,245,"E2020"
"CSKA MOSCOW",13,15,17,25,245,"E2020"
"MACCABI PLAYTIKA TEL AVIV",14,19,29,22,246,"E2020"
"VALENCIA BASKET",18,17,21,16,246,"E2020"
"FC BAYERN MUNICH",14,23,20,19,247,"E2020"
"PANATHINAIKOS OPAP ATHENS",21,15,19,16,247,"E2020"
"KHIMKI MOSCOW REGION",25,22,20,14,248,"E2020"
"ALBA BERLIN",20,21,27,32,248,"E2020"
"ZALGIRIS KAUNAS",13,19,13,19,249,"E2020"
"AX ARMANI EXCHANGE MILAN",19,15,16,19,249,"E2020"
"OLYMPIACOS PIRAEUS",30,23,22,19,250,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",19,29,19,12,250,"E2020"
"LDLC ASVEL VILLEURBANNE",18,20,22,26,251,"E2020"
"FENERBAHCE BEKO ISTANBUL",20,20,19,31,251,"E2020"
"FC BARCELONA",25,8,17,21,252,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",4,22,19,12,252,"E2020"
"CSKA MOSCOW",10,24,21,21,253,"E2020"
"AX ARMANI EXCHANGE MILAN",30,17,23,14,253,"E2020"
"PANATHINAIKOS OPAP ATHENS",25,18,15,23,254,"E2020"
"MACCABI PLAYTIKA TEL AVIV",9,21,25,8,254,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",8,26,28,30,255,"E2020"
"KHIMKI MOSCOW REGION",15,23,22,21,255,"E2020"
"LDLC ASVEL VILLEURBANNE",30,22,21,16,256,"E2020"
"ALBA BERLIN",23,20,27,25,256,"E2020"
"REAL MADRID",19,19,16,22,257,"E2020"
"FC BARCELONA",24,17,16,24,257,"E2020"
"ANADOLU EFES ISTANBUL",26,23,27,13,258,"E2020"
"ZALGIRIS KAUNAS",12,16,20,14,258,"E2020"
"OLYMPIACOS PIRAEUS",15,15,24,21,259,"E2020"
"ZENIT ST PETERSBURG",28,13,15,5,259,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",17,16,27,18,260,"E2020"
"FC BAYERN MUNICH",15,18,12,26,260,"E2020"
"VALENCIA BASKET",18,19,8,21,261,"E2020"
"FENERBAHCE BEKO ISTANBUL",10,18,11,13,261,"E2020"
"ZENIT ST PETERSBURG",14,31,14,16,262,"E2020"
"TD SYSTEMS BASKONIA VITORIA-GASTEIZ",17,15,13,34,262,"E2020"
"FENERBAHCE BEKO ISTANBUL",28,17,21,18,263,"E2020"
"ZALGIRIS KAUNAS",18,8,20,15,263,"E2020"
"ALBA BERLIN",18,24,20,18,264,"E2020"
"OLYMPIACOS PIRAEUS",16,21,25,22,264,"E2020"
"MACCABI PLAYTIKA TEL AVIV",22,12,14,19,265,"E2020"
"LDLC ASVEL VILLEURBANNE",14,23,20,17,265,"E2020"
"KHIMKI MOSCOW REGION",17,21,11,19,266,"E2020"
"VALENCIA BASKET",27,17,14,19,266,"E2020"
"PANATHINAIKOS OPAP ATHENS",23,17,19,23,267,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",17,23,20,26,267,"E2020"
"FC BAYERN MUNICH",18,19,22,21,268,"E2020"
"ANADOLU EFES ISTANBUL",23,23,17,16,268,"E2020"
"AX ARMANI EXCHANGE MILAN",12,17,15,12,269,"E2020"
"FC BARCELONA",15,23,17,17,269,"E2020"
"REAL MADRID",21,20,26,22,270,"E2020"
"CSKA MOSCOW",23,32,19,22,270,"E2020"
"CSKA MOSCOW",31,19,21,16,271,"E2020"
"CRVENA ZVEZDA MTS BELGRADE",19,20,20,13,271,"E2020"
"ANADOLU EFES ISTANBUL",24,19,17,25,272,"E2020"
"PANATHINAIKOS OPAP ATHENS",21,12,16,16,272,"E2020"
"LDLC ASVEL VILLEURBANNE",23,14,14,20,273,"E2020"
"REAL MADRID",20,12,24,18,273,"E2020"
"VALENCIA BASKET",26,20,12,25,274,"E2020"
"FC BAYERN MUNICH",19,14,30,13,274,"E2020"
"KHIMKI MOSCOW REGION",11,18,18,23,275,"E2020"
"ZENIT ST PETERSBURG",14,25,27,25,275,"E2020"
"ZALGIRIS KAUNAS",26,14,23,18,276,"E2020"
"MACCABI PLAYTIKA TEL AVIV",18,20,26,24,276,"E2020"
"OLYMPIACOS PIRAEUS",11,16,22,22,277,"E2020"
