"Team","Quarter1","Quarter2","Quarter3","Quarter4","GameCode","SeasonCode"
"MACCABI PLAYTIKA TEL AVIV",19,38,59,73,73,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",18,33,50,73,74,"E2021"
"LDLC ASVEL VILLEURBANNE",9,32,45,67,74,"E2021"
"ALBA BERLIN",21,35,47,63,75,"E2021"
"ANADOLU EFES ISTANBUL",20,51,70,90,75,"E2021"
"PANATHINAIKOS OPAP ATHENS",15,36,54,72,76,"E2021"
"UNICS KAZAN",15,35,54,74,76,"E2021"
"FC BARCELONA",32,55,81,93,77,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",15,31,41,67,77,"E2021"
"ZENIT ST PETERSBURG",25,49,58,84,78,"E2021"
"OLYMPIACOS PIRAEUS",22,43,57,78,78,"E2021"
"FENERBAHCE BEKO ISTANBUL",3,20,29,43,79,"E2021"
"AX ARMANI EXCHANGE MILAN",22,37,62,68,79,"E2021"
"AS MONACO",27,55,72,94,80,"E2021"
"FC BAYERN MUNICH",20,43,60,71,80,"E2021"
"REAL MADRID",20,51,75,95,81,"E2021"
"ZALGIRIS KAUNAS",11,45,70,82,81,"E2021"
"ZALGIRIS KAUNAS",20,43,60,76,82,"E2021"
"PANATHINAIKOS OPAP ATHENS",12,37,52,69,82,"E2021"
"LDLC ASVEL VILLEURBANNE",24,43,54,74,83,"E2021"
"REAL MADRID",33,51,67,87,83,"E2021"
"FC BAYERN MUNICH",22,35,49,71,84,"E2021"
"FENERBAHCE BEKO ISTANBUL",12,30,46,63,84,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",25,55,68,93,85,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",22,32,53,74,85,"E2021"
"UNICS KAZAN",19,44,71,97,86,"E2021"
"AX ARMANI EXCHANGE MILAN",17,33,49,71,86,"E2021"
"ZENIT ST PETERSBURG",20,42,59,75,87,"E2021"
"ALBA BERLIN",14,30,50,66,87,"E2021"
"ANADOLU EFES ISTANBUL",23,44,68,88,88,"E2021"
"OLYMPIACOS PIRAEUS",25,44,66,69,88,"E2021"
"MACCABI PLAYTIKA TEL AVIV",26,41,62,95,89,"E2021"
"AS MONACO",19,44,61,84,89,"E2021"
"FC BARCELONA",13,38,51,81,90,"E2021"
"CSKA MOSCOW",13,27,60,73,90,"E2021"
"FC BAYERN MUNICH",22,37,59,81,91,"E2021"
"PANATHINAIKOS OPAP ATHENS",22,44,60,78,91,"E2021"
"REAL MADRID",16,32,57,79,92,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",13,32,46,67,92,"E2021"
"UNICS KAZAN",13,40,59,85,93,"E2021"
"ALBA BERLIN",26,48,60,71,93,"E2021"
"ZENIT ST PETERSBURG",19,35,60,74,94,"E2021"
"AX ARMANI EXCHANGE MILAN",19,39,60,70,94,"E2021"
"ANADOLU EFES ISTANBUL",24,58,73,98,95,"E2021"
"AS MONACO",20,40,61,77,95,"E2021"
"ZALGIRIS KAUNAS",16,38,64,86,96,"E2021"
"FENERBAHCE BEKO ISTANBUL",18,29,59,75,96,"E2021"
"OLYMPIACOS PIRAEUS",35,51,71,90,97,"E2021"
"MACCABI PLAYTIKA TEL AVIV",8,26,45,73,97,"E2021"
"LDLC ASVEL VILLEURBANNE",9,28,47,60,98,"E2021"
"FC BARCELONA",19,31,62,80,98,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",8,26,41,74,99,"E2021"
"CSKA MOSCOW",23,35,54,80,99,"E2021"
"CSKA MOSCOW",18,32,56,77,100,"E2021"
"FC BAYERN MUNICH",24,41,57,74,100,"E2021"
"FENERBAHCE BEKO ISTANBUL",18,41,67,84,101,"E2021"
"ANADOLU EFES ISTANBUL",20,36,56,89,101,"E2021"
"PANATHINAIKOS OPAP ATHENS",15,33,53,70,102,"E2021"
"ZENIT ST PETERSBURG",23,38,48,64,102,"E2021"
"ALBA BERLIN",21,45,65,91,103,"E2021"
"MACCABI PLAYTIKA TEL AVIV",17,35,58,86,103,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",14,34,47,60,104,"E2021"
"REAL MADRID",25,53,71,88,104,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",16,39,57,78,105,"E2021"
"UNICS KAZAN",26,47,76,98,105,"E2021"
"AS MONACO",21,40,62,84,106,"E2021"
"LDLC ASVEL VILLEURBANNE",22,48,62,85,106,"E2021"
"AX ARMANI EXCHANGE MILAN",25,45,57,72,107,"E2021"
"OLYMPIACOS PIRAEUS",30,60,72,93,107,"E2021"
"FC BARCELONA",24,52,75,96,108,"E2021"
"ZALGIRIS KAUNAS",17,38,58,73,108,"E2021"
"CSKA MOSCOW",31,53,75,97,109,"E2021"
"PANATHINAIKOS OPAP ATHENS",22,38,54,77,109,"E2021"
"FENERBAHCE BEKO ISTANBUL",16,40,63,96,110,"E2021"
"AS MONACO",18,42,63,86,110,"E2021"
"ZALGIRIS KAUNAS",21,40,51,72,111,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",19,32,46,68,111,"E2021"
"FC BAYERN MUNICH",12,39,58,73,112,"E2021"
"LDLC ASVEL VILLEURBANNE",20,38,54,65,112,"E2021"
"REAL MADRID",20,37,50,72,113,"E2021"
"MACCABI PLAYTIKA TEL AVIV",18,38,59,70,113,"E2021"
"UNICS KAZAN",20,40,62,77,84,114,"E2021"
"OLYMPIACOS PIRAEUS",17,42,59,77,87,114,"E2021"
"ZENIT ST PETERSBURG",16,28,40,58,115,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",23,42,58,69,115,"E2021"
"ANADOLU EFES ISTANBUL",25,47,68,80,93,116,"E2021"
"FC BARCELONA",20,37,62,80,95,116,"E2021"
"ALBA BERLIN",19,43,67,81,117,"E2021"
"AX ARMANI EXCHANGE MILAN",15,33,56,76,117,"E2021"
"ZENIT ST PETERSBURG",18,41,62,80,118,"E2021"
"FENERBAHCE BEKO ISTANBUL",16,40,61,86,118,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",19,36,56,81,119,"E2021"
"OLYMPIACOS PIRAEUS",15,38,53,76,119,"E2021"
"MACCABI PLAYTIKA TEL AVIV",24,43,66,74,120,"E2021"
"UNICS KAZAN",26,43,63,85,120,"E2021"
"FC BAYERN MUNICH",27,44,66,83,121,"E2021"
"ANADOLU EFES ISTANBUL",23,38,64,71,121,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",19,45,69,91,122,"E2021"
"LDLC ASVEL VILLEURBANNE",19,44,55,66,122,"E2021"
"ZALGIRIS KAUNAS",18,28,39,51,123,"E2021"
"CSKA MOSCOW",19,30,57,73,123,"E2021"
"AS MONACO",14,27,44,65,124,"E2021"
"AX ARMANI EXCHANGE MILAN",26,39,57,71,124,"E2021"
"PANATHINAIKOS OPAP ATHENS",30,43,57,82,125,"E2021"
"ALBA BERLIN",25,43,52,67,125,"E2021"
"FC BARCELONA",24,51,67,93,126,"E2021"
"REAL MADRID",19,42,58,80,126,"E2021"
"ANADOLU EFES ISTANBUL",13,43,66,87,127,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",21,42,62,72,127,"E2021"
"FENERBAHCE BEKO ISTANBUL",23,42,70,90,128,"E2021"
"MACCABI PLAYTIKA TEL AVIV",18,37,51,79,128,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",13,31,49,69,129,"E2021"
"FC BARCELONA",20,34,61,76,129,"E2021"
"AX ARMANI EXCHANGE MILAN",15,33,57,75,130,"E2021"
"PANATHINAIKOS OPAP ATHENS",19,29,42,54,130,"E2021"
"REAL MADRID",19,43,60,87,131,"E2021"
"ALBA BERLIN",16,26,46,64,131,"E2021"
"CSKA MOSCOW",21,28,51,67,132,"E2021"
"UNICS KAZAN",27,46,72,88,132,"E2021"
"ZALGIRIS KAUNAS",21,43,70,95,98,133,"E2021"
"AS MONACO",22,48,61,95,107,133,"E2021"
"LDLC ASVEL VILLEURBANNE",18,32,49,61,134,"E2021"
"ZENIT ST PETERSBURG",21,33,54,71,134,"E2021"
"OLYMPIACOS PIRAEUS",26,49,65,83,135,"E2021"
"FC BAYERN MUNICH",10,24,37,60,135,"E2021"
"FENERBAHCE BEKO ISTANBUL",19,43,55,75,136,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",14,28,43,53,136,"E2021"
"PANATHINAIKOS OPAP ATHENS",26,49,64,82,137,"E2021"
"FC BARCELONA",26,41,68,85,137,"E2021"
"MACCABI PLAYTIKA TEL AVIV",27,47,63,78,138,"E2021"
"ANADOLU EFES ISTANBUL",20,50,70,92,138,"E2021"
"AX ARMANI EXCHANGE MILAN",19,27,48,73,139,"E2021"
"REAL MADRID",18,35,55,75,139,"E2021"
"UNICS KAZAN",13,26,42,66,140,"E2021"
"ZALGIRIS KAUNAS",12,23,42,53,140,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",20,46,65,81,141,"E2021"
"FC BAYERN MUNICH",21,45,67,78,141,"E2021"
"AS MONACO",14,43,57,74,142,"E2021"
"ZENIT ST PETERSBURG",31,45,56,85,142,"E2021"
"OLYMPIACOS PIRAEUS",20,39,65,89,143,"E2021"
"LDLC ASVEL VILLEURBANNE",10,21,38,54,143,"E2021"
"ALBA BERLIN",21,48,73,90,144,"E2021"
"CSKA MOSCOW",23,48,69,93,144,"E2021"
"ANADOLU EFES ISTANBUL",31,43,65,84,145,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",21,46,68,83,145,"E2021"
"ZALGIRIS KAUNAS",18,35,51,70,146,"E2021"
"AX ARMANI EXCHANGE MILAN",17,35,53,74,146,"E2021"
"ALBA BERLIN",23,40,69,92,147,"E2021"
"AS MONACO",21,30,56,84,147,"E2021"
"FC BARCELONA",27,37,57,94,111,148,"E2021"
"UNICS KAZAN",28,46,74,94,109,148,"E2021"
"ZENIT ST PETERSBURG",25,41,56,73,149,"E2021"
"MACCABI PLAYTIKA TEL AVIV",10,26,47,71,149,"E2021"
"LDLC ASVEL VILLEURBANNE",21,43,64,84,150,"E2021"
"FENERBAHCE BEKO ISTANBUL",20,46,60,82,150,"E2021"
"PANATHINAIKOS OPAP ATHENS",18,32,51,65,151,"E2021"
"OLYMPIACOS PIRAEUS",25,45,54,84,151,"E2021"
"FC BAYERN MUNICH",13,42,55,76,152,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",25,46,67,81,152,"E2021"
"REAL MADRID",24,37,56,71,153,"E2021"
"CSKA MOSCOW",14,40,55,65,153,"E2021"
"FENERBAHCE BEKO ISTANBUL",19,27,48,66,154,"E2021"
"REAL MADRID",8,17,30,51,154,"E2021"
"AS MONACO",13,35,56,82,155,"E2021"
"MACCABI PLAYTIKA TEL AVIV",15,33,51,76,155,"E2021"
"AX ARMANI EXCHANGE MILAN",22,38,60,84,157,"E2021"
"ALBA BERLIN",24,40,59,76,157,"E2021"
"UNICS KAZAN",24,42,57,75,158,"E2021"
"ANADOLU EFES ISTANBUL",17,38,49,67,158,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",21,42,57,69,76,159,"E2021"
"ZENIT ST PETERSBURG",29,44,50,69,80,159,"E2021"
"LDLC ASVEL VILLEURBANNE",16,29,42,68,160,"E2021"
"FC BAYERN MUNICH",20,45,61,77,160,"E2021"
"PANATHINAIKOS OPAP ATHENS",10,34,61,83,161,"E2021"
"ZALGIRIS KAUNAS",29,52,76,96,161,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",20,40,74,94,162,"E2021"
"FC BARCELONA",23,34,54,75,162,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",20,41,59,74,163,"E2021"
"FENERBAHCE BEKO ISTANBUL",18,37,60,69,163,"E2021"
"ALBA BERLIN",28,44,69,87,164,"E2021"
"PANATHINAIKOS OPAP ATHENS",13,40,55,78,164,"E2021"
"MACCABI PLAYTIKA TEL AVIV",28,56,71,94,165,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",27,50,77,93,165,"E2021"
"REAL MADRID",21,47,74,85,166,"E2021"
"UNICS KAZAN",14,31,45,68,166,"E2021"
"ANADOLU EFES ISTANBUL",28,44,67,81,168,"E2021"
"FC BAYERN MUNICH",21,39,62,76,168,"E2021"
"ZALGIRIS KAUNAS",20,39,59,73,169,"E2021"
"OLYMPIACOS PIRAEUS",15,39,58,84,169,"E2021"
"LDLC ASVEL VILLEURBANNE",24,41,58,75,170,"E2021"
"AS MONACO",27,51,76,100,170,"E2021"
"FENERBAHCE BEKO ISTANBUL",11,36,66,94,173,"E2021"
"OLYMPIACOS PIRAEUS",17,39,59,80,173,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",16,35,43,65,174,"E2021"
"REAL MADRID",15,28,42,62,174,"E2021"
"AS MONACO",22,44,61,79,175,"E2021"
"UNICS KAZAN",19,36,55,76,175,"E2021"
"FC BAYERN MUNICH",16,34,61,74,176,"E2021"
"ZALGIRIS KAUNAS",15,33,54,65,176,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",22,36,62,87,177,"E2021"
"ANADOLU EFES ISTANBUL",24,43,58,74,177,"E2021"
"FC BARCELONA",14,28,54,73,178,"E2021"
"AX ARMANI EXCHANGE MILAN",14,34,47,75,178,"E2021"
"PANATHINAIKOS OPAP ATHENS",20,33,55,74,179,"E2021"
"CSKA MOSCOW",26,60,77,98,179,"E2021"
"MACCABI PLAYTIKA TEL AVIV",23,47,67,87,180,"E2021"
"ALBA BERLIN",23,39,58,78,180,"E2021"
"ZALGIRIS KAUNAS",23,45,60,88,103,181,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",14,32,67,88,98,181,"E2021"
"FC BAYERN MUNICH",18,35,54,78,183,"E2021"
"AS MONACO",19,40,62,83,183,"E2021"
"FC BARCELONA",19,40,61,82,185,"E2021"
"ANADOLU EFES ISTANBUL",17,41,56,77,185,"E2021"
"CSKA MOSCOW",23,40,62,90,186,"E2021"
"LDLC ASVEL VILLEURBANNE",23,39,61,83,186,"E2021"
"FENERBAHCE BEKO ISTANBUL",19,27,38,57,187,"E2021"
"ALBA BERLIN",16,37,48,66,187,"E2021"
"PANATHINAIKOS OPAP ATHENS",26,46,58,83,188,"E2021"
"MACCABI PLAYTIKA TEL AVIV",23,55,70,95,188,"E2021"
"REAL MADRID",25,50,69,89,189,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",17,35,50,74,189,"E2021"
"UNICS KAZAN",17,31,54,70,190,"E2021"
"FC BARCELONA",14,35,48,64,190,"E2021"
"ZENIT ST PETERSBURG",17,32,50,77,191,"E2021"
"AS MONACO",18,36,57,86,191,"E2021"
"FENERBAHCE BEKO ISTANBUL",7,24,44,73,192,"E2021"
"ZALGIRIS KAUNAS",13,30,51,67,192,"E2021"
"ALBA BERLIN",15,36,56,74,193,"E2021"
"REAL MADRID",19,48,73,89,193,"E2021"
"MACCABI PLAYTIKA TEL AVIV",19,40,66,84,194,"E2021"
"OLYMPIACOS PIRAEUS",16,38,56,69,194,"E2021"
"CSKA MOSCOW",10,35,46,57,195,"E2021"
"AX ARMANI EXCHANGE MILAN",23,40,55,67,195,"E2021"
"ANADOLU EFES ISTANBUL",17,39,65,82,196,"E2021"
"PANATHINAIKOS OPAP ATHENS",12,42,62,81,196,"E2021"
"LDLC ASVEL VILLEURBANNE",11,25,49,69,197,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",17,35,48,67,197,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",17,33,55,77,198,"E2021"
"FC BAYERN MUNICH",16,42,61,84,198,"E2021"
"ZENIT ST PETERSBURG",17,37,52,76,199,"E2021"
"ANADOLU EFES ISTANBUL",18,36,42,67,199,"E2021"
"OLYMPIACOS PIRAEUS",21,36,52,72,200,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",22,37,56,76,200,"E2021"
"MACCABI PLAYTIKA TEL AVIV",21,45,66,85,201,"E2021"
"FENERBAHCE BEKO ISTANBUL",21,43,62,76,201,"E2021"
"FC BARCELONA",28,45,68,84,202,"E2021"
"LDLC ASVEL VILLEURBANNE",17,30,50,71,202,"E2021"
"UNICS KAZAN",20,32,57,75,203,"E2021"
"CSKA MOSCOW",16,37,64,86,203,"E2021"
"AS MONACO",18,34,57,66,75,84,204,"E2021"
"REAL MADRID",16,35,56,66,75,90,204,"E2021"
"PANATHINAIKOS OPAP ATHENS",22,38,57,75,205,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",8,20,32,63,205,"E2021"
"AX ARMANI EXCHANGE MILAN",20,39,54,65,206,"E2021"
"ZALGIRIS KAUNAS",20,30,45,58,206,"E2021"
"FC BAYERN MUNICH",16,26,41,62,207,"E2021"
"ALBA BERLIN",16,24,44,56,207,"E2021"
"FENERBAHCE BEKO ISTANBUL",29,47,64,85,208,"E2021"
"LDLC ASVEL VILLEURBANNE",23,41,63,76,208,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",8,23,44,57,209,"E2021"
"AX ARMANI EXCHANGE MILAN",7,26,50,63,209,"E2021"
"ZALGIRIS KAUNAS",19,47,60,78,210,"E2021"
"MACCABI PLAYTIKA TEL AVIV",21,47,64,94,210,"E2021"
"PANATHINAIKOS OPAP ATHENS",27,42,61,83,211,"E2021"
"AS MONACO",19,49,65,91,211,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",24,50,64,82,212,"E2021"
"ZENIT ST PETERSBURG",22,44,62,90,212,"E2021"
"FC BARCELONA",9,28,45,71,213,"E2021"
"FC BAYERN MUNICH",9,29,41,66,213,"E2021"
"CSKA MOSCOW",16,41,64,86,97,214,"E2021"
"ANADOLU EFES ISTANBUL",23,44,57,86,99,214,"E2021"
"ALBA BERLIN",16,36,56,81,215,"E2021"
"UNICS KAZAN",11,26,35,53,215,"E2021"
"REAL MADRID",10,24,50,75,216,"E2021"
"OLYMPIACOS PIRAEUS",15,38,51,67,216,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",30,52,64,80,217,"E2021"
"AS MONACO",19,42,64,91,217,"E2021"
"AX ARMANI EXCHANGE MILAN",12,34,51,60,218,"E2021"
"FENERBAHCE BEKO ISTANBUL",18,43,54,71,218,"E2021"
"FC BAYERN MUNICH",13,30,49,70,219,"E2021"
"MACCABI PLAYTIKA TEL AVIV",16,29,41,52,219,"E2021"
"FC BARCELONA",17,45,63,86,220,"E2021"
"PANATHINAIKOS OPAP ATHENS",15,25,42,60,220,"E2021"
"CSKA MOSCOW",22,50,69,91,221,"E2021"
"ALBA BERLIN",15,37,56,72,221,"E2021"
"ANADOLU EFES ISTANBUL",15,32,54,78,222,"E2021"
"LDLC ASVEL VILLEURBANNE",16,36,50,72,222,"E2021"
"ZALGIRIS KAUNAS",26,39,54,67,223,"E2021"
"UNICS KAZAN",24,45,63,76,223,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",13,29,44,62,224,"E2021"
"OLYMPIACOS PIRAEUS",18,32,50,72,224,"E2021"
"REAL MADRID",23,45,69,85,225,"E2021"
"ZENIT ST PETERSBURG",23,36,51,64,225,"E2021"
"AS MONACO",23,46,64,82,226,"E2021"
"ZALGIRIS KAUNAS",18,36,61,83,226,"E2021"
"ALBA BERLIN",23,34,51,76,227,"E2021"
"ZENIT ST PETERSBURG",12,34,48,67,227,"E2021"
"OLYMPIACOS PIRAEUS",26,42,61,75,87,228,"E2021"
"ANADOLU EFES ISTANBUL",17,41,61,75,85,228,"E2021"
"MACCABI PLAYTIKA TEL AVIV",23,49,67,84,229,"E2021"
"CSKA MOSCOW",17,28,46,75,229,"E2021"
"AX ARMANI EXCHANGE MILAN",21,40,66,89,230,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",10,25,48,78,230,"E2021"
"UNICS KAZAN",11,43,65,77,231,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",22,43,63,84,231,"E2021"
"FENERBAHCE BEKO ISTANBUL",27,45,54,81,232,"E2021"
"FC BAYERN MUNICH",16,31,62,76,232,"E2021"
"LDLC ASVEL VILLEURBANNE",15,32,53,63,233,"E2021"
"PANATHINAIKOS OPAP ATHENS",23,46,59,76,233,"E2021"
"REAL MADRID",8,31,55,68,234,"E2021"
"FC BARCELONA",28,52,71,86,234,"E2021"
"ANADOLU EFES ISTANBUL",21,45,74,109,235,"E2021"
"MACCABI PLAYTIKA TEL AVIV",10,31,47,77,235,"E2021"
"ZALGIRIS KAUNAS",18,38,49,68,236,"E2021"
"REAL MADRID",11,29,37,47,236,"E2021"
"OLYMPIACOS PIRAEUS",7,25,39,67,237,"E2021"
"AX ARMANI EXCHANGE MILAN",15,27,43,58,237,"E2021"
"LDLC ASVEL VILLEURBANNE",21,40,55,80,238,"E2021"
"ALBA BERLIN",21,43,60,82,238,"E2021"
"AS MONACO",19,55,75,92,241,"E2021"
"FENERBAHCE BEKO ISTANBUL",20,33,55,78,241,"E2021"
"PANATHINAIKOS OPAP ATHENS",17,42,59,79,242,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",23,41,59,73,242,"E2021"
"ANADOLU EFES ISTANBUL",23,41,59,84,245,"E2021"
"FENERBAHCE BEKO ISTANBUL",14,25,48,79,245,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",13,41,55,86,246,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",26,41,56,83,246,"E2021"
"ALBA BERLIN",24,44,59,82,247,"E2021"
"ZALGIRIS KAUNAS",24,30,50,74,247,"E2021"
"FC BARCELONA",20,42,66,88,249,"E2021"
"AS MONACO",20,36,62,83,249,"E2021"
"PANATHINAIKOS OPAP ATHENS",19,36,51,75,251,"E2021"
"AX ARMANI EXCHANGE MILAN",14,40,63,76,251,"E2021"
"FC BAYERN MUNICH",29,53,69,88,252,"E2021"
"OLYMPIACOS PIRAEUS",28,50,73,98,252,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",24,42,65,84,254,"E2021"
"MACCABI PLAYTIKA TEL AVIV",10,39,60,77,254,"E2021"
"LDLC ASVEL VILLEURBANNE",14,30,47,69,255,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",18,33,51,72,255,"E2021"
"ALBA BERLIN",16,37,57,90,256,"E2021"
"OLYMPIACOS PIRAEUS",17,30,51,75,256,"E2021"
"REAL MADRID",25,41,64,81,92,257,"E2021"
"AX ARMANI EXCHANGE MILAN",16,41,64,81,88,257,"E2021"
"ZALGIRIS KAUNAS",9,35,56,91,259,"E2021"
"FC BARCELONA",17,35,63,84,259,"E2021"
"AS MONACO",25,49,75,102,260,"E2021"
"ANADOLU EFES ISTANBUL",19,38,56,80,260,"E2021"
"ZALGIRIS KAUNAS",19,30,40,71,263,"E2021"
"ANADOLU EFES ISTANBUL",23,41,65,85,263,"E2021"
"OLYMPIACOS PIRAEUS",38,58,78,101,264,"E2021"
"PANATHINAIKOS OPAP ATHENS",13,33,51,73,264,"E2021"
"REAL MADRID",20,36,51,70,265,"E2021"
"LDLC ASVEL VILLEURBANNE",14,30,47,58,265,"E2021"
"AX ARMANI EXCHANGE MILAN",15,33,56,84,268,"E2021"
"FC BAYERN MUNICH",19,36,50,77,268,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",21,44,64,85,269,"E2021"
"ALBA BERLIN",19,31,60,68,269,"E2021"
"FC BARCELONA",22,47,65,82,270,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",15,32,51,70,270,"E2021"
"ANADOLU EFES ISTANBUL",19,44,72,93,272,"E2021"
"REAL MADRID",21,51,79,90,272,"E2021"
"ALBA BERLIN",13,39,58,79,273,"E2021"
"FC BARCELONA",21,47,73,95,273,"E2021"
"PANATHINAIKOS OPAP ATHENS",26,42,55,80,274,"E2021"
"FC BAYERN MUNICH",16,35,52,67,274,"E2021"
"MACCABI PLAYTIKA TEL AVIV",23,40,56,75,275,"E2021"
"AX ARMANI EXCHANGE MILAN",11,37,46,58,275,"E2021"
"ZALGIRIS KAUNAS",17,32,47,68,277,"E2021"
"LDLC ASVEL VILLEURBANNE",15,33,49,72,277,"E2021"
"AS MONACO",19,48,71,92,278,"E2021"
"OLYMPIACOS PIRAEUS",22,31,51,72,278,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",20,32,54,77,279,"E2021"
"FENERBAHCE BEKO ISTANBUL",19,40,53,62,279,"E2021"
"ANADOLU EFES ISTANBUL",30,51,61,77,281,"E2021"
"AX ARMANI EXCHANGE MILAN",21,36,62,83,281,"E2021"
"MACCABI PLAYTIKA TEL AVIV",20,41,59,75,282,"E2021"
"REAL MADRID",21,44,66,74,282,"E2021"
"AS MONACO",18,42,61,78,285,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",19,32,49,68,285,"E2021"
"LDLC ASVEL VILLEURBANNE",26,43,64,80,286,"E2021"
"OLYMPIACOS PIRAEUS",26,47,69,94,286,"E2021"
"ALBA BERLIN",24,37,58,74,287,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",15,35,57,70,287,"E2021"
"FC BARCELONA",25,42,70,88,288,"E2021"
"FENERBAHCE BEKO ISTANBUL",21,34,49,67,288,"E2021"
"PANATHINAIKOS OPAP ATHENS",22,41,59,87,290,"E2021"
"REAL MADRID",11,32,54,86,290,"E2021"
"MACCABI PLAYTIKA TEL AVIV",21,42,70,94,291,"E2021"
"LDLC ASVEL VILLEURBANNE",18,37,58,73,291,"E2021"
"AX ARMANI EXCHANGE MILAN",17,37,43,63,292,"E2021"
"AS MONACO",16,31,51,72,292,"E2021"
"FC BAYERN MUNICH",15,42,63,82,293,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",18,33,43,57,293,"E2021"
"ANADOLU EFES ISTANBUL",16,36,62,87,295,"E2021"
"ALBA BERLIN",24,39,57,77,295,"E2021"
"OLYMPIACOS PIRAEUS",13,33,51,73,296,"E2021"
"FC BARCELONA",19,40,48,66,296,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",35,57,77,96,297,"E2021"
"ZALGIRIS KAUNAS",15,40,50,79,297,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",21,40,65,93,298,"E2021"
"ANADOLU EFES ISTANBUL",29,40,62,85,298,"E2021"
"LDLC ASVEL VILLEURBANNE",23,41,56,80,301,"E2021"
"AX ARMANI EXCHANGE MILAN",20,40,63,81,301,"E2021"
"REAL MADRID",24,52,75,88,302,"E2021"
"FC BAYERN MUNICH",17,34,59,97,302,"E2021"
"AS MONACO",26,49,68,91,303,"E2021"
"ALBA BERLIN",22,37,54,74,303,"E2021"
"FENERBAHCE BEKO ISTANBUL",20,32,49,59,305,"E2021"
"PANATHINAIKOS OPAP ATHENS",22,38,44,62,305,"E2021"
"FC BARCELONA",23,46,68,80,306,"E2021"
"MACCABI PLAYTIKA TEL AVIV",27,57,76,104,306,"E2021"
"FC BARCELONA",20,43,62,77,307,"E2021"
"FC BAYERN MUNICH",22,33,51,67,307,"E2021"
"REAL MADRID",25,47,65,84,308,"E2021"
"MACCABI PLAYTIKA TEL AVIV",19,38,56,74,308,"E2021"
"AX ARMANI EXCHANGE MILAN",16,26,34,48,309,"E2021"
"ANADOLU EFES ISTANBUL",11,29,46,64,309,"E2021"
"OLYMPIACOS PIRAEUS",8,33,50,71,310,"E2021"
"AS MONACO",15,26,36,54,310,"E2021"
"FC BARCELONA",18,35,56,75,311,"E2021"
"FC BAYERN MUNICH",23,48,67,90,311,"E2021"
"REAL MADRID",35,56,74,95,312,"E2021"
"MACCABI PLAYTIKA TEL AVIV",26,37,48,66,312,"E2021"
"AX ARMANI EXCHANGE MILAN",19,33,53,73,313,"E2021"
"ANADOLU EFES ISTANBUL",17,33,52,66,313,"E2021"
"OLYMPIACOS PIRAEUS",16,28,51,72,314,"E2021"
"AS MONACO",10,40,69,96,314,"E2021"
"FC BAYERN MUNICH",17,31,49,66,315,"E2021"
