Team,TotalSeconds,total_Points,total_FGMade2,total_FGAtt2,total_FGMade3,total_FGAtt3,total_FTMade,total_FThrowsAtt,total_OReb,total_DReb,total_Reb,total_Assists,total_steals,total_turnovers,total_blocksfavour,total_blocksagainst,total_FoulsCommited,total_FoulsReceived,total_PIR,GameCode,SeasonCode,name_Team
ULK,12000,77,20,43,7,18,16,20,10,23,33,13,10,14,2,3,25,21,76,113,E2017,FENERBAHCE DOGUS ISTANBUL
MAD,12000,79,22,33,6,22,17,21,6,22,28,20,8,13,3,2,21,25,96,113,E2017,REAL MADRID
TEL,12000,78,20,44,9,26,11,20,14,24,38,20,13,8,2,5,19,14,83,114,E2017,MACCABI FOX TEL AVIV
MAL,12000,89,20,44,12,25,13,20,16,31,47,18,0,14,5,2,14,19,104,114,E2017,UNICAJA MALAGA
PAM,12000,67,17,33,7,19,12,13,9,22,31,16,7,16,2,4,18,22,78,115,E2017,VALENCIA BASKET
PAN,12000,63,14,32,9,25,8,10,12,19,31,10,10,15,4,2,22,18,61,115,E2017,PANATHINAIKOS SUPERFOODS ATHENS
ZAL,12000,74,18,38,9,19,11,16,5,22,27,17,7,6,2,4,19,21,84,116,E2017,ZALGIRIS KAUNAS
OLY,12000,68,14,27,9,27,13,16,9,26,35,15,3,15,4,2,21,18,71,116,E2017,OLYMPIACOS PIRAEUS
IST,12000,69,17,44,10,25,5,9,11,28,39,16,8,9,6,2,17,18,82,117,E2017,ANADOLU EFES ISTANBUL
BAM,12000,58,16,40,4,16,14,17,9,29,38,10,4,16,2,6,18,17,50,117,E2017,BROSE BAMBERG
BAS,12000,81,19,40,9,28,16,22,12,26,38,15,6,15,4,2,24,22,79,118,E2017,BASKONIA VITORIA GASTEIZ
CSK,12000,90,19,37,12,21,16,23,3,29,32,18,9,13,2,4,22,24,102,118,E2017,CSKA MOSCOW
MIL,12000,88,18,39,11,27,19,24,13,18,31,17,5,8,4,1,25,26,95,119,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
RED,12000,91,20,35,10,25,21,22,9,25,34,17,4,12,1,4,26,25,99,119,E2017,CRVENA ZVEZDA MTS BELGRADE
KHI,12000,65,9,20,10,29,17,19,2,18,20,19,6,13,3,2,17,19,68,120,E2017,KHIMKI MOSCOW REGION
BAR,12000,79,19,28,11,30,8,14,12,27,39,32,10,17,2,3,19,17,106,120,E2017,FC BARCELONA LASSA
PAN,12000,90,21,36,14,26,6,7,4,16,20,23,8,10,1,3,20,11,92,121,E2017,PANATHINAIKOS SUPERFOODS ATHENS
IST,12000,79,25,42,6,19,11,19,14,23,37,13,6,15,3,1,11,20,93,121,E2017,ANADOLU EFES ISTANBUL
MAL,12000,83,22,43,9,24,12,13,14,15,29,15,4,8,0,2,19,20,85,122,E2017,UNICAJA MALAGA
PAM,12000,85,24,38,9,19,10,11,9,21,30,20,5,8,2,0,21,18,106,122,E2017,VALENCIA BASKET
BAR,12000,85,24,46,8,24,13,23,15,31,46,24,1,12,4,4,25,23,94,123,E2017,FC BARCELONA LASSA
CSK,12000,72,19,44,7,23,13,16,11,28,39,15,7,9,4,4,24,24,80,123,E2017,CSKA MOSCOW
BAM,12000,70,11,34,9,23,21,26,18,27,45,15,5,20,0,4,25,26,70,124,E2017,BROSE BAMBERG
KHI,12000,74,12,29,12,30,14,20,12,22,34,16,9,12,4,0,26,25,83,124,E2017,KHIMKI MOSCOW REGION
RED,12000,77,12,34,10,29,23,26,13,24,37,15,15,11,2,3,24,23,87,125,E2017,CRVENA ZVEZDA MTS BELGRADE
ZAL,12000,65,18,32,5,18,14,19,6,28,34,13,4,19,3,2,23,24,67,125,E2017,ZALGIRIS KAUNAS
ULK,12000,79,19,43,8,19,17,21,13,26,39,19,6,13,2,5,17,22,93,126,E2017,FENERBAHCE DOGUS ISTANBUL
BAS,12000,74,20,35,8,27,10,15,11,19,30,15,7,11,5,2,22,16,73,126,E2017,BASKONIA VITORIA GASTEIZ
OLY,12000,87,18,35,10,24,21,27,8,32,40,23,6,12,0,0,24,23,106,127,E2017,OLYMPIACOS PIRAEUS
MIL,12000,80,24,44,7,24,11,19,6,25,31,14,7,8,0,0,23,24,80,127,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
MAD,12000,93,22,37,12,31,13,18,14,26,40,21,7,10,7,2,22,21,116,128,E2017,REAL MADRID
TEL,12000,81,21,45,9,20,12,16,10,22,32,18,6,14,2,7,21,22,80,128,E2017,MACCABI FOX TEL AVIV
IST,12000,104,24,40,8,17,32,36,8,19,27,21,3,8,2,4,22,30,124,129,E2017,ANADOLU EFES ISTANBUL
RED,12000,95,29,50,8,22,13,19,16,17,33,15,3,7,4,2,30,22,92,129,E2017,CRVENA ZVEZDA MTS BELGRADE
MIL,12000,81,18,35,8,21,21,25,11,14,25,21,3,16,3,3,25,26,81,130,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
CSK,12000,107,33,50,6,14,23,24,10,21,31,22,8,10,3,3,27,24,129,130,E2017,CSKA MOSCOW
TEL,12000,90,20,37,8,17,26,35,7,28,35,21,6,10,7,2,20,26,118,131,E2017,MACCABI FOX TEL AVIV
BAM,12000,88,15,39,13,26,19,20,9,25,34,18,6,10,2,7,26,20,87,131,E2017,BROSE BAMBERG
PAN,12000,84,29,41,4,22,14,23,9,17,26,19,11,9,3,1,27,20,87,132,E2017,PANATHINAIKOS SUPERFOODS ATHENS
BAR,12000,75,19,34,7,18,16,24,11,22,33,18,1,19,1,3,22,26,76,132,E2017,FC BARCELONA LASSA
PAM,12000,67,13,24,8,31,17,23,13,21,34,16,5,11,0,2,15,25,79,133,E2017,VALENCIA BASKET
ULK,12000,80,21,35,11,24,5,8,7,22,29,21,8,9,2,0,25,15,91,133,E2017,FENERBAHCE DOGUS ISTANBUL
KHI,12000,78,17,33,12,30,8,16,6,21,27,18,11,13,3,3,26,19,72,134,E2017,KHIMKI MOSCOW REGION
MAD,12000,95,16,33,14,25,21,28,10,30,40,23,6,16,3,3,19,26,120,134,E2017,REAL MADRID
BAS,12000,86,27,50,6,19,14,20,14,32,46,19,9,6,3,2,18,20,115,135,E2017,BASKONIA VITORIA GASTEIZ
OLY,12000,54,14,26,5,30,11,15,6,25,31,15,5,13,2,3,20,18,48,135,E2017,OLYMPIACOS PIRAEUS
ZAL,12000,79,26,45,5,17,12,15,13,23,36,19,7,11,3,4,20,16,91,136,E2017,ZALGIRIS KAUNAS
MAL,12000,77,15,33,12,28,11,13,10,21,31,26,5,12,4,3,17,19,94,136,E2017,UNICAJA MALAGA
BAM,12000,93,21,40,9,22,24,32,13,18,31,20,5,7,1,3,20,30,110,137,E2017,BROSE BAMBERG
ZAL,12000,86,24,43,8,19,14,14,11,19,30,17,3,12,3,1,31,20,85,137,E2017,ZALGIRIS KAUNAS
RED,12000,70,13,34,11,30,11,20,14,26,40,13,5,9,0,3,17,22,72,138,E2017,CRVENA ZVEZDA MTS BELGRADE
KHI,12000,79,17,37,10,28,15,20,12,26,38,17,6,9,3,0,22,17,86,138,E2017,KHIMKI MOSCOW REGION
OLY,12000,94,23,46,9,26,21,26,15,33,48,26,4,9,2,5,22,23,116,139,E2017,OLYMPIACOS PIRAEUS
TEL,12000,64,18,46,5,18,13,22,14,25,39,11,4,14,5,2,24,22,55,139,E2017,MACCABI FOX TEL AVIV
PAM,12000,81,15,29,10,33,21,21,17,29,46,15,4,16,1,1,17,20,96,140,E2017,VALENCIA BASKET
BAR,12000,76,20,35,9,28,9,13,7,17,24,21,8,8,1,1,21,17,79,140,E2017,FC BARCELONA LASSA
CSK,12000,110,22,38,18,27,12,13,7,20,27,25,6,6,3,5,20,19,133,141,E2017,CSKA MOSCOW
IST,12000,79,23,47,7,17,12,14,14,17,31,11,3,15,5,3,19,20,76,141,E2017,ANADOLU EFES ISTANBUL
MIL,12000,101,19,33,15,24,18,23,5,21,26,23,7,12,0,1,18,22,120,142,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
MAL,12000,87,26,47,8,18,11,14,11,19,30,21,7,13,1,0,22,18,95,142,E2017,UNICAJA MALAGA
ULK,12000,67,21,43,5,19,10,14,12,26,38,15,2,7,2,4,15,19,77,143,E2017,FB DOGUS
PAN,12000,62,13,27,9,28,9,13,7,25,32,13,4,11,4,2,19,15,61,143,E2017,PANATHINAIKOS SUPERFOODS ATHENS
MAD,12000,75,18,38,9,25,12,19,11,23,34,17,13,13,3,2,17,20,87,144,E2017,REAL MADRID
BAS,12000,73,18,32,11,26,4,7,7,30,37,19,6,21,2,3,20,17,78,144,E2017,BASKONIA VITORIA GASTEIZ
BAR,12000,81,31,48,4,21,7,9,10,22,32,16,13,10,4,1,20,16,95,145,E2017,FC BARCELONA LASSA
BAM,12000,66,13,29,8,24,16,18,10,22,32,18,5,20,1,4,16,20,68,145,E2017,BROSE BAMBERG
KHI,12000,82,19,36,13,29,5,6,12,27,39,19,10,12,4,1,22,16,101,146,E2017,KHIMKI MOSCOW REGION
OLY,12000,54,10,28,5,19,19,25,6,21,27,14,5,15,1,4,16,22,50,146,E2017,OLYMPIACOS PIRAEUS
TEL,12000,89,25,52,6,13,21,24,10,22,32,15,11,8,5,3,17,23,110,147,E2017,MACCABI FOX TEL AVIV
RED,12000,75,24,44,6,18,9,13,10,25,35,13,7,16,3,5,23,17,70,147,E2017,CRVENA ZVEZDA MTS BELGRADE
ZAL,12000,86,25,41,7,25,15,16,15,25,40,25,2,9,1,1,25,17,101,148,E2017,ZALGIRIS KAUNAS
PAM,12000,82,17,35,10,25,18,19,8,19,27,19,2,6,1,1,18,24,96,148,E2017,VALENCIA BASKET
IST,12000,84,19,40,9,22,19,25,12,17,29,18,7,7,0,0,25,24,90,149,E2017,ANADOLU EFES ISTANBUL
ULK,12000,89,18,30,11,22,20,26,8,21,29,22,6,11,0,0,24,25,107,149,E2017,FENERBAHCE DOGUS ISTANBUL
BAS,12000,82,20,40,12,26,6,11,10,26,36,17,3,15,3,0,21,18,84,150,E2017,BASKONIA VITORIA GASTEIZ
MIL,12000,83,17,31,11,27,16,21,6,27,33,21,9,13,0,3,18,20,97,150,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
PAN,12000,70,19,35,6,28,14,19,12,24,36,18,7,9,4,2,17,20,84,151,E2017,PANATHINAIKOS SUPERFOODS ATHENS
CSK,12000,75,23,45,8,18,5,9,10,27,37,12,5,10,2,4,20,17,78,151,E2017,CSKA MOSCOW
MAL,12000,80,17,38,11,27,13,17,15,23,38,20,6,9,2,2,22,21,93,152,E2017,UNICAJA MALAGA
MAD,12000,75,12,23,13,37,12,13,11,23,34,15,5,11,2,2,21,22,83,152,E2017,REAL MADRID
MAL,12000,83,28,40,4,25,15,17,13,16,29,15,8,9,1,2,18,21,93,153,E2017,UNICAJA MALAGA
BAS,12000,85,15,22,17,34,4,8,7,19,26,21,3,14,2,1,21,18,91,153,E2017,BASKONIA VITORIA GASTEIZ
PAM,12000,85,22,38,10,28,11,16,12,27,39,17,4,7,2,2,14,20,105,154,E2017,VALENCIA BASKET
KHI,12000,83,15,26,15,39,8,11,9,22,31,21,6,7,2,2,20,14,90,154,E2017,KHIMKI MOSCOW REGION
MAD,12000,87,21,36,11,27,12,16,14,32,46,23,3,13,6,2,17,19,117,155,E2017,REAL MADRID
IST,12000,68,17,43,8,26,10,14,13,21,34,15,7,7,2,6,20,17,62,155,E2017,ANADOLU EFES ISTANBUL
PAN,13500,94,18,39,10,28,28,33,14,22,36,16,7,14,1,1,27,29,97,156,E2017,PANATHINAIKOS SUPERFOODS ATHENS
ZAL,13500,93,25,44,6,17,25,34,10,24,34,21,7,14,1,1,29,27,100,156,E2017,ZALGIRIS KAUNAS
RED,12000,89,23,45,8,17,19,22,12,20,32,20,8,9,4,2,27,20,101,157,E2017,CRVENA ZVEZDA MTS BELGRADE
OLY,12000,78,12,31,11,26,21,26,13,21,34,21,5,14,2,3,20,27,91,157,E2017,OLYMPIACOS PIRAEUS
CSK,12018,81,17,38,7,19,26,30,12,24,36,18,6,11,2,1,21,21,94,158,E2017,CSKA MOSCOW
BAM,12000,72,16,36,8,19,16,24,9,23,32,19,4,16,1,2,21,20,70,158,E2017,BROSE BAMBERG
MIL,12000,102,25,40,12,24,16,21,8,15,23,19,5,12,1,1,24,20,101,159,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
TEL,12000,111,31,49,9,14,22,26,10,20,30,25,7,12,1,1,21,24,137,159,E2017,MACCABI FOX TEL AVIV
ULK,12000,86,24,40,6,15,20,27,10,22,32,22,6,11,1,2,19,24,107,160,E2017,FENERBAHCE DOGUS ISTANBUL
BAR,12000,82,14,33,13,26,15,21,10,18,28,20,5,9,2,1,24,19,84,160,E2017,FC BARCELONA LASSA
IST,12000,82,25,45,10,22,2,2,8,34,42,20,6,11,7,3,16,11,106,161,E2017,ANADOLU EFES ISTANBUL
PAM,12000,66,14,45,10,18,8,10,6,23,29,18,5,10,3,7,11,16,68,161,E2017,VALENCIA BASKET
CSK,12000,93,21,41,10,22,21,23,8,23,31,17,5,11,1,3,25,21,95,162,E2017,CSKA MOSCOW
MAD,12000,87,22,43,9,23,16,22,12,24,36,14,7,12,3,1,21,25,97,162,E2017,REAL MADRID
BAR,12000,81,23,42,7,22,14,16,11,22,33,17,5,9,1,4,22,20,86,163,E2017,FC BARCELONA LASSA
MIL,12000,83,29,47,5,17,10,17,11,21,32,17,5,8,4,1,20,22,97,163,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
OLY,12000,95,16,34,13,17,24,32,10,21,31,17,9,12,1,5,21,24,109,164,E2017,OLYMPIACOS PIRAEUS
ULK,12000,70,16,37,9,22,11,14,15,14,29,15,6,18,5,1,25,21,65,164,E2017,FENERBAHCE DOGUS ISTANBUL
ZAL,12000,99,22,40,14,23,13,21,11,28,39,29,2,11,1,2,22,22,122,165,E2017,ZALGIRIS KAUNAS
TEL,12000,84,24,44,5,20,21,26,10,19,29,18,8,9,2,1,22,22,91,165,E2017,MACCABI FOX TEL AVIV
BAS,12000,103,28,43,9,24,20,26,9,22,31,28,8,6,2,6,18,23,129,166,E2017,BASKONIA VITORIA GASTEIZ
RED,12000,84,19,37,11,23,13,13,7,21,28,21,3,12,6,2,23,18,93,166,E2017,CRVENA ZVEZDA MTS BELGRADE
BAM,12000,95,27,38,5,13,26,34,5,30,35,17,3,14,4,2,22,30,119,167,E2017,BROSE BAMBERG
PAN,12000,74,24,43,5,21,11,14,6,15,21,10,6,8,2,4,31,22,54,167,E2017,PANATHINAIKOS SUPERFOODS ATHENS
KHI,12000,68,20,30,5,33,13,14,16,28,44,10,5,12,5,2,20,19,78,168,E2017,KHIMKI MOSCOW REGION
MAL,12000,66,17,39,6,22,14,17,11,22,33,16,7,8,2,5,19,20,71,168,E2017,UNICAJA MALAGA
TEL,12000,94,26,47,9,22,15,21,16,28,44,17,4,8,3,1,23,20,110,169,E2017,MACCABI FOX TEL AVIV
BAR,12000,82,15,37,13,29,13,22,11,21,32,18,5,6,1,3,20,23,85,169,E2017,FC BARCELONA LASSA
PAN,12000,80,19,38,11,28,9,13,8,24,32,21,9,11,1,0,19,19,92,170,E2017,PANATHINAIKOS SUPERFOODS ATHENS
BAS,12000,76,19,41,10,20,8,12,10,29,39,15,5,16,0,1,19,19,82,170,E2017,BASKONIA VITORIA GASTEIZ
MAL,12000,79,21,37,7,14,16,17,6,30,36,19,6,23,5,3,16,20,99,171,E2017,UNICAJA MALAGA
IST,12000,68,18,48,8,22,8,9,12,15,27,9,11,12,3,5,20,16,52,171,E2017,ANADOLU EFES ISTANBUL
PAM,12000,103,23,38,10,20,27,32,6,26,32,20,7,13,3,2,25,29,124,172,E2017,VALENCIA BASKET
CSK,12000,99,24,38,8,23,27,31,3,19,22,15,7,13,2,3,29,25,92,172,E2017,CSKA MOSCOW
RED,12000,100,29,48,9,18,15,19,14,17,31,22,7,7,0,2,25,21,115,173,E2017,CRVENA ZVEZDA MTS BELGRADE
MIL,12000,89,23,37,9,17,16,24,8,13,21,19,3,11,2,0,21,25,97,173,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
ULK,12000,77,24,36,4,21,17,21,12,23,35,17,10,10,2,1,21,24,100,174,E2017,FENERBAHCE DOGUS ISTANBUL
BAM,12000,69,19,34,6,24,13,18,14,18,32,11,5,14,1,2,24,21,61,174,E2017,BROSE BAMBERG
MAD,12000,79,19,34,8,25,17,27,12,19,31,14,7,9,7,1,23,27,90,175,E2017,REAL MADRID
OLY,12000,80,18,33,8,21,20,25,11,22,33,19,5,14,1,7,27,22,79,175,E2017,OLYMPIACOS PIRAEUS
ZAL,12000,74,16,32,6,17,24,28,8,22,30,13,6,14,2,6,24,25,75,176,E2017,ZALGIRIS KAUNAS
KHI,12000,84,15,30,11,29,21,26,13,19,32,22,6,8,6,2,25,24,101,176,E2017,KHIMKI MOSCOW REGION
CSK,12000,93,21,36,10,27,21,26,13,17,30,16,9,14,4,2,18,24,105,177,E2017,CSKA MOSCOW
BAS,12000,86,21,44,11,19,11,12,13,18,31,18,5,19,2,4,24,18,81,177,E2017,BASKONIA VITORIA GASTEIZ
ULK,12000,89,26,43,9,16,10,11,7,26,33,23,5,11,3,3,19,19,114,178,E2017,FENERBAHCE DOGUS ISTANBUL
MIL,12000,70,15,29,8,31,16,22,12,18,30,14,6,10,3,3,19,19,67,178,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
OLY,12000,80,28,41,4,18,12,19,6,31,37,14,5,9,2,0,21,17,91,179,E2017,OLYMPIACOS PIRAEUS
PAM,12000,70,21,44,5,16,13,17,4,23,27,10,4,9,0,2,17,21,66,179,E2017,VALENCIA BASKET
MAL,12000,83,25,48,8,20,9,14,11,30,41,20,7,13,4,1,15,17,103,180,E2017,UNICAJA MALAGA
TEL,12000,69,24,47,4,20,9,11,11,25,36,21,7,13,1,4,18,15,73,180,E2017,MACCABI FOX TEL AVIV
IST,12000,70,17,38,8,17,12,13,9,17,26,14,6,17,6,0,23,20,71,181,E2017,ANADOLU EFES ISTANBUL
ZAL,12000,86,24,43,7,12,17,20,7,22,29,22,12,14,0,6,20,23,105,181,E2017,ZALGIRIS KAUNAS
BAM,12000,86,12,29,14,23,20,24,8,33,41,20,4,16,1,4,25,25,102,182,E2017,BROSE BAMBERG
RED,12000,62,14,34,6,26,16,23,11,18,29,9,7,10,4,1,25,25,53,182,E2017,CRVENA ZVEZDA MTS BELGRADE
BAR,12000,74,19,33,8,30,12,17,8,19,27,13,6,11,2,2,18,20,70,183,E2017,FC BARCELONA LASSA
MAD,12000,101,30,45,11,25,8,14,14,26,40,25,10,8,2,2,20,18,131,183,E2017,REAL MADRID
KHI,12000,78,19,34,8,23,16,18,13,29,42,16,5,16,2,1,24,23,93,184,E2017,KHIMKI MOSCOW REGION
PAN,12000,61,12,30,7,25,16,24,12,19,31,14,7,12,1,2,23,24,57,184,E2017,PANATHINAIKOS SUPERFOODS ATHENS
BAS,12000,87,18,40,11,21,18,22,12,30,42,19,4,12,5,4,17,26,114,185,E2017,BASKONIA VITORIA GASTEIZ
KHI,12000,77,15,35,12,32,11,13,10,20,30,17,5,7,4,5,26,17,70,185,E2017,KHIMKI MOSCOW REGION
MIL,12000,77,17,32,8,31,19,24,13,26,39,14,6,9,2,3,19,23,87,186,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
IST,12000,64,28,46,1,13,5,11,8,25,33,12,4,9,3,2,23,19,65,186,E2017,ANADOLU EFES ISTANBUL
TEL,12000,73,25,45,5,23,8,12,13,20,33,19,6,16,4,5,14,18,76,187,E2017,MACCABI FOX TEL AVIV
CSK,12000,93,33,55,6,20,9,10,14,27,41,20,13,8,5,4,19,14,118,187,E2017,CSKA MOSCOW
ZAL,12000,90,23,39,10,24,14,21,13,20,33,24,10,12,2,2,20,23,111,188,E2017,ZALGIRIS KAUNAS
BAR,12000,74,22,32,6,21,12,16,7,20,27,24,6,17,2,2,24,20,81,188,E2017,FC BARCELONA LASSA
RED,12000,80,18,38,10,27,14,19,10,18,28,19,6,4,2,3,25,21,82,189,E2017,CRVENA ZVEZDA MTS BELGRADE
MAL,12000,76,23,41,3,18,21,27,15,28,43,14,2,12,3,2,21,25,89,189,E2017,UNICAJA MALAGA
PAN,13500,85,20,38,9,28,18,32,11,21,32,20,8,8,1,2,32,26,79,190,E2017,PANATHINAIKOS SUPERFOODS ATHENS
OLY,13500,87,18,36,9,23,24,36,14,32,46,10,5,15,2,1,26,32,96,190,E2017,OLYMPIACOS PIRAEUS
MAD,12000,83,18,34,7,20,26,30,9,20,29,15,5,11,2,0,24,28,94,191,E2017,REAL MADRID
ULK,12000,86,14,34,13,20,19,23,8,21,29,16,7,13,0,2,28,24,88,191,E2017,FENERBAHCE DOGUS ISTANBUL
PAM,12000,86,16,30,15,31,9,13,7,26,33,22,3,11,0,1,25,20,93,192,E2017,VALENCIA BASKET
BAM,12000,70,18,39,5,15,19,23,5,24,29,12,6,15,1,0,20,24,72,192,E2017,BROSE BAMBERG
IST,12000,81,23,44,7,21,14,17,12,18,30,17,6,12,3,2,16,18,87,193,E2017,ANADOLU EFES ISTANBUL
TEL,12000,94,17,40,15,24,15,22,16,24,40,22,6,12,2,3,18,16,108,193,E2017,MACCABI FOX TEL AVIV
KHI,12000,77,19,40,9,26,12,18,14,17,31,17,10,10,3,4,23,19,76,194,E2017,KHIMKI MOSCOW REGION
MIL,12000,86,23,37,8,19,16,21,11,28,39,14,5,13,4,3,19,23,106,194,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
MAD,12000,92,28,41,5,21,21,30,9,29,38,19,4,9,4,0,16,24,118,195,E2017,REAL MADRID
PAN,12000,75,19,44,9,34,10,12,19,23,42,15,7,11,0,4,25,16,63,195,E2017,PANATHINAIKOS SUPERFOODS ATHENS
PAM,11995,71,16,36,9,27,12,14,9,18,27,17,4,6,0,3,16,18,72,196,E2017,VALENCIA BASKET
BAS,12000,81,28,42,5,20,10,12,10,27,37,16,2,11,3,0,18,16,95,196,E2017,BASKONIA VITORIA GASTEIZ
BAR,12000,88,24,42,11,23,7,10,12,32,44,26,10,16,2,2,21,20,118,197,E2017,FC BARCELONA LASSA
RED,12000,54,14,35,6,25,8,16,12,16,28,10,9,17,2,2,20,21,37,197,E2017,CRVENA ZVEZDA MTS BELGRADE
CSK,12000,101,26,40,15,27,4,6,9,25,34,29,7,11,2,4,20,13,123,198,E2017,CSKA MOSCOW
MAL,12000,76,17,33,10,32,12,18,14,17,31,22,8,15,4,2,14,20,86,198,E2017,UNICAJA MALAGA
OLY,12000,87,22,35,5,23,28,32,12,26,38,17,6,12,2,1,16,28,114,199,E2017,OLYMPIACOS PIRAEUS
BAM,12000,79,20,38,10,23,9,11,4,21,25,18,7,11,1,2,28,16,72,199,E2017,BROSE BAMBERG
ZAL,12000,78,22,42,5,10,19,22,7,20,27,16,3,13,3,4,23,25,84,200,E2017,ZALGIRIS KAUNAS
ULK,12000,85,18,32,8,18,25,25,3,19,22,25,4,10,4,3,25,23,101,200,E2017,FENERBAHCE DOGUS ISTANBUL
BAS,12000,84,14,24,13,29,17,22,5,24,29,20,13,16,3,1,26,21,96,201,E2017,BASKONIA VITORIA GASTEIZ
ZAL,12000,64,18,40,4,8,16,20,5,22,27,14,10,21,1,3,22,24,64,201,E2017,ZALGIRIS KAUNAS
BAM,12000,88,27,44,7,18,13,19,13,29,42,16,4,14,4,3,21,24,106,202,E2017,BROSE BAMBERG
IST,12000,79,17,43,10,24,15,16,12,18,30,20,6,11,3,4,24,21,79,202,E2017,ANADOLU EFES ISTANBUL
TEL,12000,91,21,46,10,25,19,24,18,25,43,17,7,11,2,2,19,20,103,203,E2017,MACCABI FOX TEL AVIV
KHI,12000,94,27,42,8,30,16,19,14,23,37,21,5,10,2,2,20,18,105,203,E2017,KHIMKI MOSCOW REGION
OLY,12000,63,14,36,6,30,17,21,14,22,36,11,1,8,1,0,17,19,56,204,E2017,OLYMPIACOS PIRAEUS
BAR,12000,90,26,46,7,27,17,19,18,32,50,19,5,5,0,1,19,17,114,204,E2017,FC BARCELONA LASSA
RED,12000,106,23,38,13,24,21,22,9,20,29,17,8,8,3,2,25,22,123,205,E2017,CRVENA ZVEZDA MTS BELGRADE
PAM,12000,90,18,35,12,22,18,20,6,17,23,18,5,10,2,3,22,25,99,205,E2017,VALENCIA BASKET
MIL,12000,77,15,40,11,25,14,14,9,22,31,15,3,5,4,7,14,17,82,206,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
MAD,12000,88,23,43,13,22,3,4,7,30,37,22,2,9,7,4,17,14,110,206,E2017,REAL MADRID
ULK,12000,79,22,29,6,19,17,22,5,27,32,21,3,18,4,1,21,24,98,207,E2017,FENERBAHCE DOGUS ISTANBUL
CSK,12000,81,25,44,8,19,7,10,5,16,21,18,8,8,1,4,25,21,80,207,E2017,CSKA MOSCOW
MAL,12000,79,15,35,10,28,19,21,14,23,37,19,2,12,2,2,13,21,93,208,E2017,UNICAJA MALAGA
PAN,12000,90,30,39,9,32,3,8,12,22,34,22,10,8,2,2,22,13,102,208,E2017,PANATHINAIKOS SUPERFOODS ATHENS
ULK,12000,87,20,43,11,21,14,19,11,27,38,22,8,7,1,4,18,17,106,209,E2017,FENERBAHCE DOGUS ISTANBUL
TEL,12000,73,22,44,8,22,5,8,11,24,35,12,3,12,4,1,17,18,76,209,E2017,MACCABI FOX TEL AVIV
PAN,12000,91,28,43,7,22,14,21,11,29,40,22,10,13,2,3,21,24,115,210,E2017,PANATHINAIKOS SUPERFOODS ATHENS
RED,12000,71,18,46,6,20,17,25,14,25,39,16,8,16,3,2,24,20,65,210,E2017,CRVENA ZVEZDA MTS BELGRADE
PAM,12000,96,21,40,15,30,9,13,11,24,35,18,7,9,3,3,17,20,112,211,E2017,VALENCIA BASKET
MAD,12000,88,23,40,11,26,9,17,11,26,37,22,9,11,3,3,20,16,101,211,E2017,REAL MADRID
ZAL,12000,77,26,49,2,9,19,31,17,32,49,22,4,12,3,3,18,24,104,212,E2017,ZALGIRIS KAUNAS
MIL,12000,65,16,38,7,27,12,16,12,19,31,13,7,7,3,3,24,18,57,212,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
IST,12000,73,19,37,5,21,20,23,10,20,30,16,11,12,3,3,17,22,86,213,E2017,ANADOLU EFES ISTANBUL
KHI,12000,85,20,32,11,29,12,17,12,23,35,27,9,13,3,3,22,17,103,213,E2017,KHIMKI MOSCOW REGION
BAS,12000,103,23,38,13,27,18,20,12,21,33,25,8,13,3,2,18,24,132,214,E2017,BASKONIA VITORIA GASTEIZ
BAM,12000,79,19,29,9,24,14,20,7,17,24,24,6,17,2,3,24,18,78,214,E2017,BROSE BAMBERG
CSK,12000,89,28,46,8,19,9,12,14,21,35,19,8,14,2,3,19,16,101,215,E2017,CSKA MOSCOW
OLY,12000,81,21,42,6,17,21,29,11,17,28,13,10,12,3,2,16,19,84,215,E2017,OLYMPIACOS PIRAEUS
MAL,12000,95,23,45,12,28,13,15,14,21,35,22,8,6,2,0,17,21,120,216,E2017,UNICAJA MALAGA
BAR,12000,91,23,38,12,25,9,12,6,25,31,23,3,10,0,2,21,17,101,216,E2017,FC BARCELONA LASSA
RED,12000,63,19,36,6,23,7,12,9,22,31,15,7,12,1,1,21,19,63,217,E2017,CRVENA ZVEZDA MTS BELGRADE
ULK,12000,80,14,27,14,24,10,14,4,26,30,22,7,12,1,1,19,21,102,217,E2017,FENERBAHCE DOGUS ISTANBUL
MIL,12000,89,17,38,14,29,13,19,13,20,33,16,7,9,2,2,22,23,95,218,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
PAM,12000,93,21,37,12,25,15,17,9,26,35,19,3,11,2,2,23,22,107,218,E2017,VALENCIA BASKET
