Team,TotalSeconds,total_Points,total_FGMade2,total_FGAtt2,total_FGMade3,total_FGAtt3,total_FTMade,total_FThrowsAtt,total_OReb,total_DReb,total_Reb,total_Assists,total_steals,total_turnovers,total_blocksfavour,total_blocksagainst,total_FoulsCommited,total_FoulsReceived,total_PIR,GameCode,SeasonCode,name_Team
BAR,13500,82,21,48,11,25,7,8,14,28,42,26,4,12,2,3,20,18,97,319,E2023,FC BARCELONA
ULK,12000,89,23,36,11,28,10,13,8,24,32,22,8,8,2,1,20,17,108,320,E2023,FENERBAHCE BEKO ISTANBUL
MCO,12000,78,25,41,4,21,16,21,9,22,31,20,5,10,1,2,17,20,88,320,E2023,AS MONACO
TEL,12000,85,27,41,6,23,13,17,11,20,31,23,6,8,2,1,24,19,98,321,E2023,MACCABI PLAYTIKA TEL AVIV
PAN,12000,83,16,33,13,26,12,20,11,21,32,18,5,11,1,2,19,23,92,321,E2023,PANATHINAIKOS AKTOR ATHENS
OLY,12000,92,24,41,12,24,8,11,11,36,47,19,6,13,0,1,18,19,119,323,E2023,OLYMPIACOS PIRAEUS
BAR,12000,58,18,43,5,22,7,17,12,19,31,12,8,12,1,0,19,18,45,323,E2023,FC BARCELONA
ULK,12000,62,12,31,11,32,5,7,17,25,42,13,3,13,1,4,16,19,65,324,E2023,FENERBAHCE BEKO ISTANBUL
MCO,12000,65,17,39,8,22,7,11,9,25,34,12,6,8,4,1,19,16,69,324,E2023,AS MONACO
TEL,12000,88,25,40,9,34,11,16,15,19,34,16,5,4,3,6,22,20,89,325,E2023,MACCABI PLAYTIKA TEL AVIV
PAN,12000,95,25,40,9,19,18,22,6,25,31,20,2,7,6,3,20,22,117,325,E2023,PANATHINAIKOS AKTOR ATHENS
BAR,12000,59,18,38,4,26,11,13,12,25,37,17,12,13,2,3,27,19,59,327,E2023,FC BARCELONA
OLY,12000,63,16,32,6,23,13,24,12,31,43,15,7,16,3,2,19,27,77,327,E2023,OLYMPIACOS PIRAEUS
MCO,13500,79,25,45,5,19,14,17,11,18,29,15,8,10,1,2,18,17,82,328,E2023,AS MONACO
ULK,13500,80,14,27,15,35,7,9,13,19,32,17,7,14,2,1,17,18,89,328,E2023,FENERBAHCE BEKO ISTANBUL
PAN,12000,81,12,32,12,28,21,35,19,22,41,15,7,12,3,4,17,23,87,329,E2023,PANATHINAIKOS AKTOR ATHENS
TEL,12000,72,17,39,10,24,8,10,13,20,33,17,5,12,4,3,24,17,71,329,E2023,MACCABI PLAYTIKA TEL AVIV
MAD,12000,87,19,28,12,27,13,19,8,23,31,19,8,14,7,1,22,22,107,330,E2023,REAL MADRID
OLY,12000,76,12,29,14,33,10,15,14,17,31,15,9,15,1,7,22,22,69,330,E2023,OLYMPIACOS PIRAEUS
PAN,12000,73,19,31,7,19,14,22,8,29,37,13,8,17,3,0,15,21,91,331,E2023,PANATHINAIKOS AKTOR ATHENS
ULK,12000,57,11,24,9,35,8,9,9,20,29,14,6,15,0,3,21,15,42,331,E2023,FENERBAHCE BEKO ISTANBUL
OLY,12000,87,15,37,15,23,12,17,13,27,40,19,8,21,1,3,18,17,95,332,E2023,OLYMPIACOS PIRAEUS
ULK,12000,84,19,36,12,28,10,17,11,19,30,24,11,11,3,1,17,18,101,332,E2023,FENERBAHCE BEKO ISTANBUL
MAD,12000,80,16,29,11,36,15,18,10,21,31,17,6,7,1,0,25,20,82,333,E2023,REAL MADRID
PAN,12000,95,18,35,12,22,23,30,8,29,37,13,3,9,0,1,20,24,108,333,E2023,PANATHINAIKOS AKTOR ATHENS
PAN,12000,68,15,40,9,28,11,21,11,23,34,15,10,8,1,7,16,22,65,1,E2022,PANATHINAIKOS ATHENS
MAD,12000,71,22,41,7,21,6,9,11,38,49,13,5,19,7,1,22,16,83,1,E2022,REAL MADRID
ASV,12000,62,17,38,6,18,10,13,7,24,31,14,8,17,2,3,18,18,61,2,E2022,LDLC ASVEL VILLEURBANNE
MIL,12000,69,17,37,8,23,11,14,11,28,39,17,7,17,3,2,18,18,78,2,E2022,EA7 EMPORIO ARMANI MILAN
TEL,12000,84,26,39,6,24,14,17,7,19,26,21,10,7,6,2,19,16,101,3,E2022,MACCABI PLAYTIKA TEL AVIV
ZAL,12000,83,28,48,5,19,12,15,17,26,43,8,3,15,2,6,16,19,84,3,E2022,ZALGIRIS KAUNAS
MUN,12000,62,14,30,10,26,4,4,10,22,32,16,4,19,5,1,18,14,63,4,E2022,FC BAYERN MUNICH
ULK,12000,74,24,43,6,19,8,10,10,20,30,20,8,8,1,5,14,18,90,4,E2022,FENERBAHCE BEKO ISTANBUL
PAM,12000,71,16,36,8,24,15,26,8,32,40,10,4,13,2,3,18,25,71,5,E2022,VALENCIA BASKET
BAS,12000,81,26,46,8,24,5,10,7,32,39,24,6,9,3,2,26,18,93,5,E2022,CAZOO BASKONIA VITORIA-GASTEIZ
IST,12000,72,18,37,8,30,12,14,9,23,32,12,7,4,5,2,17,17,79,6,E2022,ANADOLU EFES ISTANBUL
RED,12000,59,14,32,6,21,13,16,10,32,42,18,1,15,2,5,18,17,65,6,E2022,CRVENA ZVEZDA MTS BELGRADE
BER,12000,100,20,32,15,35,15,18,14,26,40,31,5,13,1,4,21,16,120,7,E2022,ALBA BERLIN
PAR,12000,84,24,45,7,17,15,20,7,17,24,14,8,8,4,1,16,21,94,7,E2022,PARTIZAN MOZZART BET BELGRADE
BAR,12000,70,16,38,9,23,11,13,7,24,31,12,5,12,0,0,23,19,64,8,E2022,FC BARCELONA
OLY,12000,80,11,26,11,29,25,25,8,29,37,17,7,14,0,0,19,23,98,8,E2022,OLYMPIACOS PIRAEUS
VIR,12000,66,20,37,4,21,14,23,16,20,36,13,5,14,3,0,17,21,70,9,E2022,VIRTUS SEGAFREDO BOLOGNA
MCO,12000,83,24,40,7,25,14,15,13,24,37,13,7,9,0,3,21,17,89,9,E2022,AS MONACO
MCO,13500,95,29,53,7,20,16,22,9,24,33,24,10,7,2,5,22,23,110,10,E2022,AS MONACO
IST,13500,92,18,36,13,28,17,24,9,29,38,20,4,16,5,2,23,22,100,10,E2022,ANADOLU EFES ISTANBUL
RED,12000,75,19,37,6,22,19,26,12,21,33,16,9,15,0,2,27,25,73,11,E2022,CRVENA ZVEZDA MTS BELGRADE
PAN,12000,77,19,37,6,15,21,28,9,26,35,15,7,17,2,0,25,26,86,11,E2022,PANATHINAIKOS ATHENS
BAR,12000,75,20,33,8,20,11,16,8,24,32,22,4,15,2,5,21,20,84,12,E2022,FC BARCELONA
MAD,12000,73,21,41,5,16,16,18,8,19,27,16,8,11,5,2,20,21,84,12,E2022,REAL MADRID
VIR,12000,66,19,38,6,16,10,16,8,29,37,14,10,19,2,1,22,21,73,13,E2022,VIRTUS SEGAFREDO BOLOGNA
MUN,12000,63,7,29,12,31,13,16,9,24,33,11,13,14,1,2,21,22,62,13,E2022,FC BAYERN MUNICH
ULK,12000,86,15,32,12,29,20,29,18,28,46,20,5,12,1,3,16,22,106,14,E2022,FENERBAHCE BEKO ISTANBUL
TEL,12000,71,21,53,8,19,5,11,18,19,37,14,5,9,3,1,22,16,65,14,E2022,MACCABI PLAYTIKA TEL AVIV
OLY,12000,90,22,42,7,21,25,28,11,25,36,20,9,11,1,1,19,28,116,15,E2022,OLYMPIACOS PIRAEUS
ZAL,12000,80,15,33,13,30,11,13,10,22,32,17,5,13,1,1,28,18,74,15,E2022,ZALGIRIS KAUNAS
MIL,13500,74,18,43,9,31,11,11,10,30,40,17,9,13,1,4,20,18,75,16,E2022,EA7 EMPORIO ARMANI MILAN
BER,13500,80,21,38,9,34,11,14,12,34,46,21,10,18,4,1,18,19,98,16,E2022,ALBA BERLIN
BAS,13500,103,16,26,17,38,20,27,8,23,31,20,7,12,3,1,28,26,111,17,E2022,CAZOO BASKONIA VITORIA-GASTEIZ
PAR,13500,96,24,48,7,19,27,31,15,22,37,19,5,13,1,3,26,28,104,17,E2022,PARTIZAN MOZZART BET BELGRADE
PAM,12000,76,22,41,7,23,11,12,11,20,31,21,4,10,1,3,22,19,81,18,E2022,VALENCIA BASKET
ASV,12000,77,22,38,7,15,12,15,5,22,27,13,4,14,3,1,19,22,85,18,E2022,LDLC ASVEL VILLEURBANNE
ZAL,12000,68,21,40,3,21,17,19,13,25,38,18,9,15,3,3,20,22,81,19,E2022,ZALGIRIS KAUNAS
VIR,12000,65,17,39,7,17,10,18,8,22,30,20,10,16,3,3,22,20,67,19,E2022,VIRTUS SEGAFREDO BOLOGNA
IST,12000,91,22,29,10,28,17,18,5,22,27,17,6,12,1,1,16,25,112,20,E2022,ANADOLU EFES ISTANBUL
PAM,12000,92,15,32,16,33,14,15,11,19,30,21,5,12,1,1,25,16,92,20,E2022,VALENCIA BASKET
ULK,12000,84,20,33,12,27,8,12,6,23,29,18,13,17,1,1,24,21,92,21,E2022,FENERBAHCE BEKO ISTANBUL
ASV,12000,63,21,45,3,16,12,18,14,23,37,16,8,18,1,1,21,24,66,21,E2022,LDLC ASVEL VILLEURBANNE
TEL,12000,78,17,37,12,32,8,8,15,28,43,19,5,14,4,6,23,17,83,22,E2022,MACCABI PLAYTIKA TEL AVIV
MCO,12000,70,16,37,7,27,17,23,14,25,39,10,7,12,6,4,17,22,74,22,E2022,AS MONACO
MUN,12000,73,14,34,8,24,21,24,7,19,26,7,7,5,3,3,19,20,70,23,E2022,FC BAYERN MUNICH
BAR,12000,84,19,34,13,26,7,8,8,30,38,24,3,11,3,3,20,19,108,23,E2022,FC BARCELONA
PAR,12000,75,17,39,11,21,8,9,11,24,35,14,6,15,5,2,17,17,85,24,E2022,PARTIZAN MOZZART BET BELGRADE
MIL,12000,80,15,32,12,25,14,15,5,22,27,18,5,9,2,5,17,17,87,24,E2022,EA7 EMPORIO ARMANI MILAN
BER,12000,94,20,45,13,27,15,17,9,34,43,25,8,7,4,8,21,19,116,25,E2022,ALBA BERLIN
PAN,12000,65,12,40,9,22,14,24,10,28,38,16,3,14,8,4,19,21,63,25,E2022,PANATHINAIKOS ATHENS
BAS,12000,92,15,31,19,36,5,7,6,19,25,14,7,5,3,3,13,17,102,26,E2022,CAZOO BASKONIA VITORIA-GASTEIZ
RED,12000,75,20,37,9,19,8,12,10,26,36,20,2,15,3,3,17,13,83,26,E2022,CRVENA ZVEZDA MTS BELGRADE
MAD,12000,87,15,32,14,32,15,17,9,24,33,23,2,11,3,2,22,16,92,27,E2022,REAL MADRID
OLY,12000,89,29,46,6,21,13,18,11,27,38,18,7,9,2,3,17,22,110,27,E2022,OLYMPIACOS PIRAEUS
ZAL,12000,73,16,35,9,24,14,17,14,16,30,11,8,17,2,3,20,20,67,28,E2022,ZALGIRIS KAUNAS
BAR,12000,72,22,35,6,19,10,11,9,20,29,19,8,16,3,2,20,19,85,28,E2022,FC BARCELONA
ULK,12000,79,17,30,12,36,9,12,8,25,33,21,9,8,2,1,19,17,93,29,E2022,FENERBAHCE BEKO ISTANBUL
PAM,12000,77,20,37,9,27,10,13,9,29,38,12,5,12,1,2,17,18,82,29,E2022,VALENCIA BASKET
TEL,12000,88,24,39,8,24,16,19,13,25,38,20,10,16,6,0,20,19,111,30,E2022,MACCABI PLAYTIKA TEL AVIV
ASV,12000,69,19,44,7,24,10,12,17,19,36,10,8,17,0,6,19,20,57,30,E2022,LDLC ASVEL VILLEURBANNE
MUN,12000,81,15,34,13,28,12,16,10,23,33,13,7,9,2,2,22,19,84,31,E2022,FC BAYERN MUNICH
MIL,12000,83,22,38,8,20,15,19,8,24,32,15,6,8,2,2,19,22,99,31,E2022,EA7 EMPORIO ARMANI MILAN
PAR,12000,90,24,35,11,30,9,15,10,30,40,14,4,13,2,2,24,21,96,32,E2022,PARTIZAN MOZZART BET BELGRADE
VIR,12000,62,12,28,6,27,20,24,7,22,29,15,7,14,2,2,21,24,61,32,E2022,VIRTUS SEGAFREDO BOLOGNA
IST,12000,78,17,40,11,32,11,13,14,33,47,17,4,9,7,7,11,18,98,33,E2022,ANADOLU EFES ISTANBUL
BER,12000,74,20,44,11,27,1,3,7,30,37,22,5,11,7,7,18,11,78,33,E2022,ALBA BERLIN
PAN,12000,80,15,33,11,23,17,20,11,28,39,15,4,19,2,3,28,21,78,34,E2022,PANATHINAIKOS ATHENS
MCO,12000,83,25,49,5,19,18,22,12,18,30,13,10,8,3,2,22,27,92,34,E2022,AS MONACO
MAD,12000,72,17,26,8,23,14,19,6,32,38,21,6,19,3,0,20,22,94,35,E2022,REAL MADRID
RED,12000,56,11,27,8,32,10,14,8,18,26,11,8,12,0,3,22,19,39,35,E2022,CRVENA ZVEZDA MTS BELGRADE
BAS,12000,92,22,34,11,33,15,16,8,22,30,20,4,10,2,2,25,19,95,36,E2022,CAZOO BASKONIA VITORIA-GASTEIZ
OLY,12000,97,23,36,9,28,24,26,10,25,35,23,7,10,2,2,19,25,124,36,E2022,OLYMPIACOS PIRAEUS
TEL,12000,85,28,48,7,21,8,8,15,22,37,19,7,14,2,2,22,15,93,37,E2022,MACCABI PLAYTIKA TEL AVIV
PAN,12000,74,15,28,11,27,11,20,13,18,31,18,5,16,2,2,15,21,80,37,E2022,PANATHINAIKOS ATHENS
PAR,12000,87,18,35,9,20,24,27,9,18,27,14,8,13,4,5,21,29,99,38,E2022,PARTIZAN MOZZART BET BELGRADE
ZAL,12000,76,19,32,9,22,11,21,9,18,27,21,9,16,5,4,29,21,74,38,E2022,ZALGIRIS KAUNAS
PAM,12000,87,23,41,12,33,5,7,14,24,38,22,8,13,4,2,16,11,98,39,E2022,VALENCIA BASKET
BER,12000,73,22,42,8,23,5,8,13,24,37,22,8,19,2,4,11,16,86,39,E2022,ALBA BERLIN
OLY,12000,76,22,36,9,27,5,6,8,20,28,20,7,12,3,2,17,14,84,40,E2022,OLYMPIACOS PIRAEUS
MCO,12000,81,19,34,10,24,13,19,10,24,34,17,9,14,2,3,14,16,93,40,E2022,AS MONACO
MAD,12000,91,21,41,10,26,19,25,17,21,38,22,4,13,2,3,25,26,100,41,E2022,REAL MADRID
VIR,12000,95,26,39,6,17,25,31,7,20,27,16,9,11,3,2,26,25,106,41,E2022,VIRTUS SEGAFREDO BOLOGNA
RED,12000,78,16,31,9,28,19,23,12,33,45,18,5,15,1,4,29,24,85,42,E2022,CRVENA ZVEZDA MTS BELGRADE
MUN,12000,72,12,25,7,31,27,35,9,24,33,10,10,11,4,1,24,29,77,42,E2022,FC BAYERN MUNICH
IST,12000,79,22,40,8,22,11,12,7,22,29,15,7,10,4,2,12,19,96,43,E2022,ANADOLU EFES ISTANBUL
ULK,12000,88,20,44,14,26,6,8,11,24,35,17,5,11,2,4,19,12,87,43,E2022,FENERBAHCE BEKO ISTANBUL
BAR,12000,74,27,41,3,21,11,15,12,28,40,13,8,11,3,1,19,19,90,44,E2022,FC BARCELONA
MIL,12000,56,19,40,4,20,6,8,7,23,30,12,4,13,1,3,19,19,48,44,E2022,EA7 EMPORIO ARMANI MILAN
ASV,12000,87,25,48,8,18,13,17,11,33,44,17,8,15,3,3,25,19,98,45,E2022,LDLC ASVEL VILLEURBANNE
BAS,12000,61,13,28,6,25,17,28,6,23,29,14,7,18,3,3,19,25,54,45,E2022,CAZOO BASKONIA VITORIA-GASTEIZ
MCO,12000,85,27,43,7,23,10,15,10,26,36,12,7,4,1,1,22,20,97,46,E2022,AS MONACO
RED,12000,77,14,30,11,29,16,24,13,24,37,16,1,10,1,1,20,22,81,46,E2022,CRVENA ZVEZDA MTS BELGRADE
PAN,12000,89,21,36,8,25,23,29,12,17,29,14,10,11,3,3,23,22,92,47,E2022,PANATHINAIKOS ATHENS
PAR,12000,91,23,40,9,19,18,24,13,22,35,13,9,15,3,3,22,23,101,47,E2022,PARTIZAN MOZZART BET BELGRADE
MIL,12000,77,12,32,15,31,8,9,5,19,24,18,7,11,2,3,16,17,78,48,E2022,EA7 EMPORIO ARMANI MILAN
MAD,12000,83,18,32,11,26,14,19,8,32,40,20,6,16,3,2,17,16,99,48,E2022,REAL MADRID
MUN,12000,81,20,39,9,31,14,19,18,22,40,15,3,8,3,3,21,22,86,49,E2022,FC BAYERN MUNICH
IST,12000,78,22,36,6,24,16,19,10,25,35,13,3,10,3,3,22,21,83,49,E2022,ANADOLU EFES ISTANBUL
ZAL,12000,88,15,39,16,30,10,10,15,20,35,18,4,14,4,4,19,18,92,50,E2022,ZALGIRIS KAUNAS
BER,12000,81,15,29,13,28,12,16,10,23,33,28,4,14,4,4,18,19,100,50,E2022,ALBA BERLIN
BAR,12000,81,21,34,8,25,15,18,10,21,31,18,8,12,3,2,22,21,93,51,E2022,FC BARCELONA
ULK,12000,80,24,41,5,20,17,18,11,20,31,13,3,11,2,3,21,22,83,51,E2022,FENERBAHCE BEKO ISTANBUL
OLY,12000,82,21,36,10,19,10,15,9,25,34,24,9,20,1,2,18,21,102,52,E2022,OLYMPIACOS PIRAEUS
PAM,12000,83,19,32,11,29,12,14,6,17,23,24,12,12,2,1,21,18,95,52,E2022,VALENCIA BASKET
BAS,12000,116,28,36,15,33,15,19,16,23,39,30,6,16,2,4,19,20,144,53,E2022,CAZOO BASKONIA VITORIA-GASTEIZ
TEL,12000,87,24,44,10,26,9,11,13,14,27,16,10,13,4,2,20,19,90,53,E2022,MACCABI PLAYTIKA TEL AVIV
VIR,12000,79,19,34,9,22,14,16,9,22,31,17,6,17,4,2,18,18,88,54,E2022,VIRTUS SEGAFREDO BOLOGNA
ASV,12000,84,21,37,10,23,12,12,4,20,24,18,12,13,2,4,18,18,94,54,E2022,LDLC ASVEL VILLEURBANNE
BER,12000,77,23,37,7,20,10,19,5,31,36,20,4,16,7,2,20,24,94,55,E2022,ALBA BERLIN
MUN,12000,79,14,37,11,27,18,23,10,23,33,13,9,10,2,7,24,20,71,55,E2022,FC BAYERN MUNICH
OLY,12000,87,20,34,14,27,5,9,8,21,29,24,12,11,2,3,18,19,110,56,E2022,OLYMPIACOS PIRAEUS
PAR,12000,58,20,34,5,20,3,5,9,21,30,12,6,20,3,2,19,17,54,56,E2022,PARTIZAN MOZZART BET BELGRADE
ASV,12000,76,21,46,7,19,13,17,11,12,23,11,8,9,2,7,25,23,61,57,E2022,LDLC ASVEL VILLEURBANNE
ZAL,12000,93,25,33,7,16,22,24,5,28,33,19,5,14,7,2,23,25,124,57,E2022,ZALGIRIS KAUNAS
TEL,12000,79,22,42,5,20,20,26,14,19,33,16,8,12,4,2,21,24,88,58,E2022,MACCABI PLAYTIKA TEL AVIV
BAR,12000,86,16,30,13,32,15,18,13,23,36,24,5,15,2,4,24,19,93,58,E2022,FC BARCELONA
MAD,12000,94,27,46,7,20,19,27,11,24,35,25,3,9,5,1,26,24,110,59,E2022,REAL MADRID
IST,12000,85,23,39,5,18,24,28,7,24,31,13,5,11,1,5,25,26,87,59,E2022,ANADOLU EFES ISTANBUL
ULK,12000,93,22,32,11,29,16,19,12,23,35,24,4,14,1,4,22,24,110,60,E2022,FENERBAHCE BEKO ISTANBUL
RED,12000,79,24,42,6,19,13,17,9,17,26,11,5,9,4,1,25,22,77,60,E2022,CRVENA ZVEZDA MTS BELGRADE
PAN,12000,98,27,48,8,23,20,29,12,27,39,18,8,7,0,1,23,27,114,61,E2022,PANATHINAIKOS ATHENS
BAS,12000,83,19,30,10,32,15,22,9,30,39,18,2,14,1,0,27,23,85,61,E2022,CAZOO BASKONIA VITORIA-GASTEIZ
MIL,12000,59,15,29,5,20,14,24,7,28,35,16,7,11,2,1,17,21,72,62,E2022,EA7 EMPORIO ARMANI MILAN
VIR,12000,64,15,35,9,24,7,12,11,26,37,14,7,13,1,2,21,16,63,62,E2022,VIRTUS SEGAFREDO BOLOGNA
PAM,12000,89,17,29,14,29,13,18,10,30,40,16,7,22,0,0,32,21,87,63,E2022,VALENCIA BASKET
MCO,12000,84,16,35,7,26,31,38,10,18,28,15,12,9,0,0,21,32,96,63,E2022,AS MONACO
IST,12000,96,18,30,14,27,18,21,7,21,28,12,11,13,4,2,19,25,114,64,E2022,ANADOLU EFES ISTANBUL
BAR,12000,86,15,30,15,34,11,11,11,21,32,12,3,15,2,4,26,19,75,64,E2022,FC BARCELONA
RED,12000,71,14,32,8,24,19,23,11,27,38,12,8,15,3,3,26,26,76,65,E2022,CRVENA ZVEZDA MTS BELGRADE
ASV,12000,67,12,28,6,21,25,30,6,24,30,13,11,14,3,3,27,26,70,65,E2022,LDLC ASVEL VILLEURBANNE
MUN,12000,71,15,32,10,27,11,13,12,20,32,17,6,14,2,2,24,16,68,66,E2022,FC BAYERN MUNICH
OLY,12000,82,20,32,7,23,21,22,9,23,32,23,9,10,2,2,16,24,115,66,E2022,OLYMPIACOS PIRAEUS
VIR,12000,89,16,25,14,28,15,20,6,33,39,23,4,15,2,2,24,20,108,67,E2022,VIRTUS SEGAFREDO BOLOGNA
PAM,12000,59,12,29,6,36,17,21,16,18,34,12,7,8,2,2,20,24,57,67,E2022,VALENCIA BASKET
MAD,12000,90,27,45,7,18,15,16,13,25,38,23,10,17,8,3,19,13,113,68,E2022,REAL MADRID
BER,12000,72,17,35,9,29,11,17,12,15,27,13,8,15,3,8,13,19,62,68,E2022,ALBA BERLIN
ULK,12000,107,33,42,12,25,5,9,9,28,37,21,7,12,6,2,21,16,133,69,E2022,FENERBAHCE BEKO ISTANBUL
PAN,12000,77,21,43,6,25,17,20,13,14,27,16,6,10,2,6,17,21,72,69,E2022,PANATHINAIKOS ATHENS
MCO,12000,79,18,36,7,17,22,25,8,23,31,13,9,15,2,2,23,26,89,70,E2022,AS MONACO
BAS,12000,74,21,30,8,29,8,16,12,21,33,17,10,18,2,2,26,22,74,70,E2022,CAZOO BASKONIA VITORIA-GASTEIZ
ZAL,12000,71,15,27,7,25,20,23,6,34,40,10,6,17,3,4,17,24,83,71,E2022,ZALGIRIS KAUNAS
MIL,12000,62,15,36,8,31,8,10,10,26,36,10,9,10,4,3,24,17,55,71,E2022,EA7 EMPORIO ARMANI MILAN
PAR,12000,96,26,43,8,18,20,21,11,22,33,16,3,9,3,4,16,21,115,72,E2022,PARTIZAN MOZZART BET BELGRADE
TEL,12000,88,24,40,10,25,10,13,8,16,24,19,5,9,4,3,21,16,89,72,E2022,MACCABI PLAYTIKA TEL AVIV
MCO,12000,93,19,36,12,26,19,26,12,19,31,18,8,10,2,1,21,24,106,73,E2022,AS MONACO
ULK,12000,96,20,37,13,27,17,22,11,22,33,25,10,9,1,2,24,21,115,73,E2022,FENERBAHCE BEKO ISTANBUL
BER,13500,84,16,32,13,32,13,25,14,25,39,21,8,21,4,2,19,25,92,74,E2022,ALBA BERLIN
RED,13500,88,27,48,7,27,13,14,14,24,38,15,8,16,2,4,25,19,83,74,E2022,CRVENA ZVEZDA MTS BELGRADE
TEL,12000,90,16,32,12,28,22,24,12,28,40,15,7,17,5,2,22,23,105,75,E2022,MACCABI PLAYTIKA TEL AVIV
OLY,12000,84,17,30,12,30,14,18,5,21,26,21,10,13,2,5,24,21,87,75,E2022,OLYMPIACOS PIRAEUS
MIL,12000,51,17,33,5,32,2,4,12,18,30,12,7,9,2,3,19,13,39,76,E2022,EA7 EMPORIO ARMANI MILAN
IST,12000,80,15,27,14,25,8,13,5,31,36,14,4,13,3,2,13,19,100,76,E2022,ANADOLU EFES ISTANBUL
PAM,12000,73,14,32,11,28,12,15,9,21,30,17,9,13,0,1,17,21,81,77,E2022,VALENCIA BASKET
MAD,12000,80,25,38,6,28,12,12,13,25,38,19,6,14,1,0,21,17,91,77,E2022,REAL MADRID
BAR,12000,79,21,39,8,25,13,21,14,26,40,18,4,9,2,5,21,21,86,78,E2022,FC BARCELONA
PAR,12000,68,13,36,6,20,24,26,11,19,30,10,3,8,5,2,21,21,67,78,E2022,PARTIZAN MOZZART BET BELGRADE
ASV,12000,74,13,35,12,23,12,16,8,26,34,15,2,12,2,2,22,21,75,79,E2022,LDLC ASVEL VILLEURBANNE
MUN,12000,75,15,36,10,24,15,16,9,26,35,13,6,12,2,2,21,22,82,79,E2022,FC BAYERN MUNICH
PAN,13500,88,18,44,13,29,13,19,9,23,32,19,6,7,4,2,22,25,95,80,E2022,PANATHINAIKOS ATHENS
VIR,13500,85,15,32,13,28,16,18,7,33,40,24,3,14,2,4,25,22,99,80,E2022,VIRTUS SEGAFREDO BOLOGNA
BAS,12000,93,25,42,10,23,13,16,12,21,33,19,11,8,1,1,19,17,113,81,E2022,CAZOO BASKONIA VITORIA-GASTEIZ
ZAL,12000,73,16,33,9,28,14,16,14,19,33,12,2,15,1,1,17,18,68,81,E2022,ZALGIRIS KAUNAS
RED,12000,69,14,34,7,21,20,24,7,23,30,15,11,11,0,6,17,21,74,82,E2022,CRVENA ZVEZDA MTS BELGRADE
TEL,12000,68,21,35,5,22,11,12,8,28,36,14,4,14,6,0,21,17,78,82,E2022,MACCABI PLAYTIKA TEL AVIV
OLY,12000,86,24,40,8,28,14,16,9,24,33,25,9,9,1,4,19,19,103,83,E2022,OLYMPIACOS PIRAEUS
BER,12000,76,17,28,10,32,12,15,7,27,34,17,5,17,4,1,19,17,80,83,E2022,ALBA BERLIN
MIL,12000,72,16,32,9,27,13,16,8,18,26,18,10,16,0,1,22,17,67,84,E2022,EA7 EMPORIO ARMANI MILAN
ULK,12000,82,23,36,8,19,12,16,6,27,33,21,8,17,1,0,18,22,104,84,E2022,FENERBAHCE BEKO ISTANBUL
MAD,12000,105,24,37,11,22,24,28,11,23,34,19,7,13,2,3,20,22,125,85,E2022,REAL MADRID
PAR,12000,97,15,29,17,35,16,18,9,15,24,21,3,13,3,2,22,20,97,85,E2022,PARTIZAN MOZZART BET BELGRADE
MCO,12000,80,23,36,7,18,13,20,9,14,23,16,12,13,3,2,16,23,95,86,E2022,AS MONACO
MUN,12000,79,17,29,11,28,12,12,13,19,32,12,8,19,2,3,23,16,75,86,E2022,FC BAYERN MUNICH
BAR,12000,96,20,29,13,27,17,21,7,26,33,26,6,13,2,2,21,23,123,87,E2022,FC BARCELONA
BAS,12000,84,19,35,10,29,16,19,10,16,26,15,8,8,2,2,23,21,85,87,E2022,CAZOO BASKONIA VITORIA-GASTEIZ
PAN,12000,77,17,36,10,22,13,15,7,28,35,18,9,14,4,3,21,20,92,88,E2022,PANATHINAIKOS ATHENS
ASV,12000,58,21,48,3,18,7,10,15,25,40,11,4,17,3,4,20,20,50,88,E2022,LDLC ASVEL VILLEURBANNE
VIR,12000,80,24,34,7,30,11,16,8,23,31,14,5,12,3,3,22,17,75,89,E2022,VIRTUS SEGAFREDO BOLOGNA
IST,12000,85,20,29,9,27,18,20,5,26,31,13,8,14,3,3,19,20,95,89,E2022,ANADOLU EFES ISTANBUL
PAM,12000,76,18,34,10,29,10,13,9,23,32,16,10,16,0,2,25,17,70,90,E2022,VALENCIA BASKET
ZAL,12000,80,18,33,6,22,26,30,10,27,37,14,10,17,2,0,17,25,99,90,E2022,ZALGIRIS KAUNAS
IST,12000,82,14,28,15,30,9,11,5,24,29,18,8,9,4,2,17,16,98,91,E2022,ANADOLU EFES ISTANBUL
OLY,12000,71,16,26,9,30,12,14,8,24,32,19,6,13,2,4,16,17,81,91,E2022,OLYMPIACOS PIRAEUS
BER,12000,86,17,35,10,22,22,25,14,20,34,16,7,16,1,2,23,25,95,92,E2022,ALBA BERLIN
BAR,12000,88,19,35,10,25,20,23,12,16,28,16,9,13,2,1,25,23,93,92,E2022,FC BARCELONA
ASV,12000,75,17,28,10,23,11,15,5,24,29,12,4,21,5,1,23,19,71,93,E2022,LDLC ASVEL VILLEURBANNE
MCO,12000,84,27,55,5,16,15,22,17,20,37,16,11,11,1,5,19,23,91,93,E2022,AS MONACO
BAS,12000,78,13,33,13,31,13,19,13,28,41,18,8,7,3,3,22,16,88,94,E2022,CAZOO BASKONIA VITORIA-GASTEIZ
